x,y,z
0.498,0.030,0.849
0.486,0.029,0.855
0.479,0.029,0.854
0.485,0.027,0.854
0.475,0.030,0.862
0.467,0.028,0.863
0.469,0.025,0.865
0.467,0.029,0.868
0.464,0.029,0.871
0.458,0.028,0.875
0.452,0.028,0.878
0.448,0.026,0.879
0.448,0.027,0.877
0.448,0.029,0.879
0.444,0.028,0.880
0.436,0.025,0.885
0.432,0.027,0.888
0.428,0.023,0.888
0.427,0.028,0.893
0.424,0.025,0.893
0.417,0.025,0.896
0.412,0.025,0.894
0.410,0.024,0.896
0.407,0.026,0.894
0.409,0.025,0.896
0.408,0.027,0.899
0.400,0.023,0.903
0.391,0.023,0.904
0.389,0.023,0.902
0.396,0.023,0.903
0.399,0.027,0.903
0.394,0.022,0.907
0.389,0.021,0.913
0.382,0.021,0.914
0.379,0.022,0.914
0.383,0.024,0.913
0.389,0.025,0.913
0.388,0.026,0.912
0.382,0.023,0.917
0.375,0.021,0.918
0.369,0.021,0.923
0.363,0.022,0.921
0.361,0.023,0.921
0.361,0.025,0.923
0.360,0.021,0.923
0.351,0.021,0.926
0.346,0.018,0.929
0.337,0.022,0.931
0.332,0.018,0.931
0.328,0.020,0.932
0.328,0.019,0.932
0.326,0.018,0.934
0.322,0.018,0.936
0.321,0.020,0.938
0.313,0.017,0.942
0.304,0.015,0.942
0.306,0.019,0.945
0.306,0.021,0.948
0.298,0.013,0.948
0.289,0.016,0.949
0.282,0.015,0.949
0.284,0.018,0.948
0.287,0.017,0.951
0.278,0.019,0.953
0.268,0.015,0.953
0.260,0.014,0.953
0.266,0.017,0.952
0.273,0.016,0.956
0.268,0.018,0.959
0.256,0.016,0.964
0.236,0.009,0.965
0.233,0.012,0.964
0.246,0.012,0.962
0.254,0.019,0.966
0.241,0.008,0.968
0.218,0.010,0.969
0.217,0.011,0.969
0.223,0.012,0.968
0.225,0.016,0.968
0.222,0.012,0.969
0.212,0.013,0.971
0.202,0.007,0.971
0.203,0.010,0.972
0.204,0.016,0.974
0.202,0.014,0.973
0.199,0.008,0.975
0.193,0.014,0.974
0.187,0.005,0.979
0.184,0.011,0.980
0.179,0.009,0.978
0.179,0.011,0.977
0.179,0.011,0.977
0.189,0.009,0.983
0.189,0.014,0.984
0.167,0.008,0.988
0.154,0.002,0.989
0.147,0.005,0.987
0.160,0.008,0.983
0.170,0.012,0.984
0.169,0.011,0.984
0.159,0.006,0.983
0.144,0.007,0.986
0.139,0.004,0.984
0.142,0.007,0.988
0.145,0.008,0.988
0.142,0.009,0.990
0.134,0.008,0.990
0.128,0.002,0.988
0.125,0.004,0.988
0.130,0.006,0.991
0.129,0.005,0.989
0.129,0.007,0.992
0.116,0.006,0.990
0.111,0.004,0.993
0.113,0.002,0.990
0.120,0.007,0.990
0.122,0.008,0.990
0.114,0.004,0.993
0.106,0.005,0.992
0.101,0.002,0.992
0.102,0.004,0.993
0.105,0.002,0.993
0.106,0.007,0.994
0.101,0.006,0.994
0.096,0.003,0.993
0.101,0.004,0.996
0.105,0.005,0.993
0.104,0.006,0.998
0.097,0.005,0.997
0.088,0.000,0.997
0.089,0.002,0.995
0.099,0.006,0.997
0.103,0.002,0.999
0.089,0.005,0.998
0.082,0.001,1.000
0.086,0.004,1.000
0.086,0.009,1.002
0.067,-0.005,0.995
0.067,0.001,1.001
0.076,0.004,1.001
0.068,0.004,1.000
0.054,0.000,0.999
0.049,0.001,0.994
0.055,0.000,0.998
0.049,0.003,0.998
0.043,-0.000,0.997
0.037,-0.001,0.998
0.037,-0.002,0.998
0.037,0.005,1.002
0.022,-0.003,0.997
0.021,0.000,0.999
0.037,0.000,1.000
0.042,0.000,1.000
0.035,0.003,1.005
0.015,0.000,1.000
0.005,-0.001,1.000
0.015,-0.004,0.998
0.036,0.003,1.002
0.025,-0.003,1.005
0.010,-0.001,1.001
-0.001,-0.003,1.000
0.022,-0.000,1.000
0.020,-0.000,1.005
0.004,-0.001,1.000
0.000,-0.001,1.001
0.005,-0.000,1.001
0.004,0.001,1.001
-0.001,-0.003,1.000
-0.008,-0.003,1.001
-0.015,-0.005,1.001
-0.007,-0.001,1.004
-0.013,-0.001,1.005
-0.025,-0.005,1.005
-0.034,-0.003,1.001
-0.032,0.001,1.001
-0.042,-0.006,1.001
-0.050,-0.000,1.003
-0.059,-0.007,1.000
-0.068,-0.007,1.000
-0.069,-0.005,1.000
-0.083,-0.012,1.005
-0.099,-0.011,1.006
-0.104,-0.004,1.005
-0.099,-0.010,1.005
-0.119,-0.010,1.000
-0.156,-0.004,1.000
-0.135,-0.010,1.000
-0.150,-0.010,0.998
-0.169,-0.013,0.990
-0.171,-0.008,0.992
-0.182,-0.006,0.996
-0.189,-0.013,0.993
-0.210,-0.017,0.986
-0.214,-0.015,0.988
-0.227,-0.009,0.987
-0.245,-0.010,0.980
-0.252,-0.012,0.979
-0.261,-0.006,0.975
-0.281,-0.011,0.967
-0.284,-0.015,0.970
-0.295,-0.011,0.969
-0.309,-0.009,0.965
-0.315,-0.004,0.966
-0.332,-0.001,0.958
-0.343,0.002,0.952
-0.347,0.003,0.951
-0.355,0.007,0.946
-0.361,0.011,0.943
-0.374,0.023,0.933
-0.377,0.024,0.938
-0.382,0.027,0.932
-0.375,0.028,0.935
-0.374,0.031,0.939
-0.385,0.036,0.931
-0.389,0.040,0.928
-0.384,0.043,0.933
-0.373,0.043,0.940
-0.372,0.045,0.943
-0.375,0.050,0.942
-0.376,0.048,0.941
-0.364,0.055,0.948
-0.358,0.055,0.953
-0.361,0.053,0.952
-0.362,0.059,0.951
-0.364,0.060,0.948
-0.362,0.062,0.947
-0.360,0.063,0.947
-0.363,0.071,0.944
-0.366,0.070,0.942
-0.374,0.078,0.935
-0.374,0.078,0.934
-0.364,0.077,0.939
-0.357,0.075,0.947
-0.352,0.075,0.952
-0.354,0.078,0.951
-0.360,0.079,0.951
-0.360,0.084,0.946
-0.358,0.080,0.947
-0.356,0.081,0.946
-0.352,0.083,0.948
-0.355,0.085,0.947
-0.359,0.087,0.944
-0.369,0.089,0.940
-0.350,0.084,0.954
-0.351,0.108,0.954
-0.375,0.101,0.939
-0.384,0.094,0.941
-0.373,0.083,0.944
-0.364,0.077,0.945
-0.352,0.095,0.950
-0.357,0.085,0.946
-0.371,0.083,0.942
-0.380,0.073,0.943
-0.389,0.073,0.935
-0.391,0.071,0.937
-0.385,0.069,0.942
-0.382,0.069,0.942
-0.379,0.089,0.941
-0.400,0.077,0.930
-0.411,0.076,0.925
-0.405,0.066,0.931
-0.401,0.072,0.932
-0.408,0.071,0.931
-0.421,0.073,0.923
-0.429,0.067,0.918
-0.434,0.058,0.916
-0.436,0.059,0.914
-0.435,0.057,0.914
-0.442,0.056,0.913
-0.449,0.062,0.910
-0.458,0.057,0.904
-0.461,0.064,0.902
-0.462,0.062,0.903
-0.467,0.069,0.899
-0.473,0.065,0.899
-0.477,0.063,0.898
-0.474,0.071,0.903
-0.480,0.069,0.897
-0.485,0.074,0.891
-0.491,0.074,0.890
-0.497,0.068,0.888
-0.500,0.059,0.888
-0.499,0.058,0.890
-0.501,0.055,0.885
-0.505,0.055,0.884
-0.557,0.047,0.896
-0.518,0.043,0.854
-0.534,0.044,0.856
-0.539,0.039,0.863
-0.545,0.044,0.858
-0.549,0.043,0.860
-0.563,0.039,0.844
-0.567,0.044,0.842
-0.567,0.043,0.844
-0.580,0.042,0.837
-0.586,0.044,0.829
-0.594,0.046,0.823
-0.600,0.048,0.821
-0.606,0.040,0.820
-0.608,0.031,0.818
-0.612,0.030,0.813
-0.618,0.035,0.807
-0.622,0.033,0.804
-0.623,0.030,0.805
-0.627,0.029,0.803
-0.634,0.030,0.799
-0.638,0.027,0.796
-0.637,0.036,0.797
-0.638,0.036,0.795
-0.643,0.039,0.797
-0.652,0.045,0.790
-0.655,0.038,0.783
-0.660,0.040,0.778
-0.657,0.037,0.779
-0.655,0.038,0.786
-0.658,0.039,0.780
-0.669,0.038,0.770
-0.675,0.041,0.766
-0.681,0.034,0.762
-0.689,0.033,0.756
-0.693,0.028,0.754
-0.691,0.028,0.752
-0.690,0.022,0.750
-0.697,0.023,0.747
-0.704,0.019,0.740
-0.713,0.010,0.733
-0.716,0.014,0.729
-0.750,0.011,0.725
-0.722,0.008,0.723
-0.723,0.011,0.722
-0.729,0.010,0.717
-0.734,0.008,0.716
-0.740,-0.005,0.709
-0.747,-0.000,0.699
-0.751,0.008,0.694
-0.761,0.005,0.685
-0.765,0.014,0.678
-0.770,0.011,0.675
-0.769,0.010,0.678
-0.774,0.012,0.673
-0.779,0.013,0.665
-0.785,0.013,0.655
-0.790,0.007,0.652
-0.793,0.006,0.647
-0.801,0.014,0.634
-0.805,0.019,0.629
-0.807,0.018,0.631
-0.812,0.016,0.622
-0.821,0.008,0.606
-0.826,0.004,0.605
-0.826,-0.000,0.604
-0.837,0.023,0.584
-0.822,0.003,0.612
-0.824,0.012,0.611
-0.829,0.018,0.604
-0.841,0.011,0.588
-0.844,0.019,0.582
-0.850,0.009,0.572
-0.852,0.016,0.573
-0.851,0.011,0.574
-0.847,0.005,0.578
-0.855,0.009,0.564
-0.865,0.007,0.551
-0.875,0.013,0.539
-0.873,0.007,0.531
-0.880,0.014,0.528
-0.882,0.009,0.520
-0.888,-0.002,0.516
-0.887,0.008,0.508
-0.901,0.016,0.496
-0.899,0.013,0.490
-0.894,0.016,0.504
-0.893,0.018,0.509
-0.896,0.022,0.500
-0.903,0.028,0.484
-0.912,0.032,0.473
-0.920,0.033,0.457
-0.922,0.039,0.449
-0.919,0.031,0.458
-0.917,0.026,0.461
-0.920,0.022,0.450
-0.929,0.029,0.434
-0.933,0.029,0.427
-0.931,0.036,0.430
-0.931,0.042,0.434
-0.931,0.040,0.434
-0.935,0.040,0.422
-0.938,0.039,0.416
-0.942,0.034,0.407
-0.943,0.033,0.402
-0.949,0.034,0.397
-0.945,0.034,0.398
-0.942,0.036,0.396
-0.950,0.035,0.396
-0.960,0.031,0.373
-0.962,0.039,0.360
-0.967,0.042,0.351
-0.964,0.035,0.344
-0.967,0.036,0.346
-0.980,0.019,0.311
-0.979,0.022,0.307
-0.980,0.029,0.311
-0.978,0.027,0.308
-0.982,0.034,0.306
-0.983,0.031,0.296
-0.983,0.030,0.290
-0.985,0.028,0.290
-0.984,0.030,0.295
-0.985,0.032,0.282
-0.993,0.032,0.270
-0.995,0.033,0.254
-0.995,0.038,0.250
-0.995,0.044,0.252
-0.994,0.047,0.254
-0.996,0.054,0.244
-0.997,0.056,0.238
-1.000,0.067,0.228
-0.999,0.074,0.231
-0.994,0.078,0.235
-0.997,0.086,0.233
-0.997,0.090,0.229
-0.999,0.096,0.220
-0.998,0.104,0.216
-0.999,0.111,0.209
-0.998,0.124,0.208
-0.999,0.130,0.207
-0.997,0.141,0.204
-0.996,0.146,0.198
-0.998,0.163,0.189
-0.990,0.176,0.190
-0.984,0.207,0.210
-0.985,0.217,0.210
-0.965,0.232,0.211
-0.983,0.230,0.200
-0.978,0.236,0.206
-0.981,0.243,0.199
-0.976,0.245,0.205
-0.981,0.248,0.204
-0.998,0.270,0.194
-0.974,0.245,0.186
-0.982,0.258,0.174
-0.984,0.254,0.186
-0.982,0.239,0.191
-0.979,0.247,0.196
-0.988,0.217,0.188
-0.986,0.217,0.182
-0.988,0.202,0.177
-0.991,0.197,0.174
-0.988,0.191,0.182
-0.989,0.186,0.184
-0.989,0.194,0.177
-0.998,0.194,0.158
-0.997,0.200,0.157
-0.990,0.204,0.166
-0.994,0.207,0.171
-0.994,0.219,0.164
-0.998,0.216,0.160
-0.995,0.213,0.163
-0.993,0.207,0.152
-0.998,0.205,0.148
-1.000,0.200,0.160
-0.996,0.193,0.161
-1.000,0.170,0.156
-1.001,0.158,0.149
-1.005,0.152,0.139
-1.006,0.145,0.138
-1.008,0.143,0.140
-1.006,0.136,0.143
-1.005,0.133,0.141
-1.003,0.131,0.142
-1.008,0.141,0.142
-1.008,0.153,0.137
-1.006,0.154,0.142
-1.005,0.148,0.145
-1.005,0.145,0.141
-1.004,0.144,0.136
-1.010,0.149,0.130
-1.007,0.150,0.131
-1.008,0.145,0.128
-1.005,0.142,0.133
-1.011,0.141,0.126
-1.007,0.142,0.123
-1.011,0.136,0.114
-1.012,0.137,0.111
-1.011,0.133,0.110
-1.013,0.135,0.096
-1.014,0.134,0.089
-1.016,0.136,0.083
-1.016,0.138,0.084
-1.015,0.137,0.082
-1.014,0.131,0.084
-1.015,0.131,0.079
-1.018,0.129,0.072
-1.017,0.128,0.066
-1.015,0.122,0.059
-1.016,0.121,0.057
-1.016,0.115,0.065
-1.018,0.118,0.060
-1.018,0.125,0.045
-1.020,0.127,0.035
-1.018,0.138,0.033
-1.019,0.131,0.036
-1.017,0.127,0.044
-1.019,0.132,0.042
-1.020,0.135,0.033
-1.020,0.136,0.018
-1.020,0.139,0.016
-1.018,0.142,0.024
-1.016,0.141,0.024
-1.018,0.145,0.016
-1.026,0.140,0.020
-1.012,0.143,0.001
-1.011,0.142,0.012
-1.024,0.138,0.020
-1.012,0.145,0.021
-1.017,0.135,0.014
-1.017,0.139,0.012
-1.016,0.131,0.004
-1.018,0.129,0.001
-1.017,0.129,0.001
-1.019,0.131,0.000
-1.019,0.136,0.001
-1.019,0.138,-0.001
-1.017,0.138,0.004
-1.016,0.137,0.001
-1.017,0.144,-0.007
-1.017,0.145,-0.012
-1.016,0.145,-0.000
-1.013,0.142,-0.007
-1.013,0.149,-0.010
-1.016,0.152,-0.018
-1.012,0.160,-0.012
-1.012,0.170,-0.020
-1.013,0.166,-0.025
-1.014,0.175,-0.024
-1.010,0.188,-0.025
-1.007,0.194,-0.023
-1.004,0.197,-0.020
-1.002,0.211,-0.019
-1.002,0.236,-0.017
-0.995,0.243,-0.026
-0.996,0.264,-0.012
-0.990,0.268,-0.016
-0.988,0.260,-0.007
-0.990,0.273,-0.017
-0.987,0.277,-0.014
-0.982,0.274,-0.014
-0.986,0.289,-0.018
-0.979,0.312,-0.024
-0.971,0.327,-0.010
-0.997,0.335,-0.010
-0.967,0.342,-0.012
-0.959,0.354,-0.004
-0.958,0.380,-0.008
-0.949,0.382,-0.012
-0.942,0.406,-0.009
-0.938,0.425,0.000
-0.932,0.428,-0.004
-0.927,0.427,-0.012
-0.924,0.438,-0.013
-0.914,0.461,-0.007
-0.901,0.461,-0.015
-0.893,0.497,-0.010
-0.878,0.527,-0.005
-0.868,0.538,-0.019
-0.855,0.559,-0.003
-0.837,0.587,-0.008
-0.817,0.614,0.001
-0.813,0.622,0.002
-0.806,0.627,0.007
-0.797,0.631,0.012
-0.793,0.645,-0.003
-0.778,0.665,-0.005
-0.766,0.680,0.008
-0.764,0.685,0.001
-0.761,0.693,-0.004
-0.755,0.688,0.005
-0.747,0.684,0.011
-0.747,0.679,-0.003
-0.720,0.714,-0.004
-0.707,0.735,-0.005
-0.687,0.758,-0.009
-0.674,0.767,0.001
-0.668,0.766,0.001
-0.659,0.770,-0.002
-0.649,0.784,0.008
-0.638,0.792,0.007
-0.636,0.795,0.001
-0.625,0.799,0.002
-0.621,0.801,0.002
-0.613,0.809,0.006
-0.607,0.816,0.009
-0.600,0.818,0.003
-0.591,0.828,0.006
-0.586,0.825,0.016
-0.579,0.830,0.009
-0.575,0.839,0.001
-0.572,0.844,0.011
-0.564,0.844,0.015
-0.557,0.842,0.008
-0.549,0.846,0.006
-0.546,0.849,0.009
-0.537,0.853,0.011
-0.529,0.860,0.013
-0.521,0.868,0.016
-0.512,0.868,0.009
-0.500,0.865,0.012
-0.491,0.876,0.016
-0.482,0.895,0.022
-0.477,0.896,0.022
-0.453,0.897,0.014
-0.445,0.902,0.021
-0.435,0.918,0.023
-0.423,0.925,0.027
-0.417,0.926,0.028
-0.404,0.926,0.034
-0.393,0.932,0.024
-0.383,0.930,0.021
-0.369,0.929,0.031
-0.341,0.953,0.037
-0.328,0.946,0.026
-0.325,0.948,0.022
-0.310,0.960,0.032
-0.306,0.958,0.031
-0.295,0.967,0.031
-0.289,0.970,0.033
-0.279,0.963,0.028
-0.273,0.974,0.031
-0.274,0.978,0.036
-0.258,0.981,0.031
-0.262,0.972,0.037
-0.245,0.969,0.028
-0.246,0.972,0.026
-0.243,0.974,0.030
-0.235,0.973,0.032
-0.230,0.977,0.035
-0.220,0.977,0.039
-0.209,0.979,0.028
-0.209,0.981,0.031
-0.198,0.983,0.034
-0.191,0.977,0.036
-0.186,0.975,0.026
-0.176,0.981,0.034
-0.167,0.990,0.033
-0.153,0.998,0.033
-0.146,1.000,0.039
-0.137,1.003,0.047
-0.135,0.989,0.048
-0.116,0.986,0.034
-0.113,0.988,0.033
-0.102,1.004,0.049
-0.098,1.013,0.055
-0.087,1.005,0.044
-0.083,1.005,0.039
-0.078,1.000,0.042
-0.079,0.991,0.051
-0.073,0.998,0.050
-0.074,0.991,0.052
-0.057,0.996,0.052
-0.071,1.000,0.056
-0.059,0.948,0.061
-0.016,0.973,0.034
-0.057,1.030,0.048
-0.035,1.028,0.058
-0.021,0.998,0.046
-0.013,0.995,0.047
-0.015,0.996,0.055
-0.006,0.991,0.050
-0.000,0.993,0.051
0.004,0.981,0.057
0.020,0.980,0.050
0.011,0.997,0.054
0.025,0.978,0.056
0.052,0.983,0.044
0.050,0.999,0.060
0.067,1.010,0.058
0.076,1.012,0.057
0.086,1.004,0.063
0.089,0.982,0.068
0.103,0.978,0.061
0.112,0.988,0.057
0.108,0.998,0.067
0.130,0.999,0.077
0.127,0.998,0.072
0.134,0.995,0.056
0.135,0.980,0.052
0.134,0.984,0.063
0.138,0.978,0.062
0.131,0.982,0.061
0.145,0.988,0.051
0.139,0.984,0.051
0.145,0.991,0.058
0.137,0.989,0.062
0.144,0.980,0.059
0.141,0.977,0.050
0.145,0.979,0.045
0.145,0.986,0.044
0.143,0.987,0.052
0.146,0.995,0.057
0.141,0.985,0.053
0.147,0.961,0.046
0.146,0.970,0.046
0.147,0.980,0.049
0.144,0.964,0.049
0.166,0.951,0.055
0.168,0.966,0.053
0.163,0.984,0.064
0.185,0.985,0.066
0.189,0.985,0.070
0.199,0.966,0.052
0.210,0.958,0.047
0.211,0.957,0.049
0.229,0.957,0.053
0.236,0.962,0.053
0.249,0.966,0.068
0.258,0.961,0.073
0.264,0.956,0.067
0.278,0.949,0.056
0.282,0.951,0.052
0.285,0.954,0.062
0.301,0.940,0.071
0.305,0.930,0.073
0.316,0.928,0.056
0.317,0.938,0.053
0.330,0.943,0.064
0.334,0.941,0.072
0.334,0.928,0.079
0.354,0.909,0.059
0.350,0.922,0.043
0.344,0.907,0.056
0.376,0.886,0.079
0.373,0.910,0.069
0.376,0.921,0.068
0.388,0.933,0.060
0.390,0.934,0.062
0.398,0.914,0.062
0.399,0.897,0.073
0.395,0.882,0.067
0.407,0.878,0.062
0.407,0.887,0.062
0.410,0.877,0.072
0.426,0.883,0.062
0.424,0.896,0.068
0.446,0.888,0.061
0.438,0.892,0.060
0.449,0.883,0.065
0.452,0.868,0.072
0.459,0.867,0.074
0.460,0.870,0.075
0.467,0.866,0.069
0.466,0.864,0.070
0.474,0.856,0.072
0.477,0.852,0.073
0.479,0.845,0.071
0.488,0.843,0.069
0.490,0.842,0.074
0.505,0.834,0.072
0.506,0.835,0.073
0.512,0.837,0.079
0.522,0.837,0.080
0.525,0.824,0.078
0.533,0.815,0.079
0.537,0.809,0.079
0.551,0.798,0.072
0.557,0.800,0.068
0.563,0.808,0.074
0.571,0.807,0.077
0.574,0.797,0.080
0.585,0.781,0.075
0.584,0.778,0.074
0.598,0.770,0.075
0.598,0.769,0.076
0.609,0.769,0.072
0.611,0.767,0.072
0.612,0.755,0.075
0.621,0.747,0.071
0.628,0.750,0.064
0.629,0.752,0.065
0.638,0.743,0.072
0.641,0.734,0.073
0.657,0.716,0.075
0.663,0.715,0.067
0.666,0.703,0.069
0.678,0.688,0.067
0.683,0.689,0.068
0.690,0.688,0.066
0.700,0.679,0.071
0.708,0.670,0.072
0.715,0.657,0.067
0.723,0.658,0.062
0.727,0.648,0.068
0.737,0.637,0.075
0.740,0.627,0.081
0.752,0.613,0.079
0.755,0.611,0.071
0.764,0.604,0.066
0.770,0.594,0.064
0.776,0.585,0.074
0.783,0.577,0.077
0.786,0.574,0.078
0.794,0.556,0.072
0.801,0.549,0.068
0.804,0.542,0.073
0.810,0.528,0.075
0.814,0.520,0.075
0.820,0.510,0.073
0.830,0.499,0.067
0.832,0.498,0.065
0.840,0.487,0.061
0.846,0.475,0.062
0.851,0.468,0.068
0.859,0.457,0.068
0.861,0.455,0.068
0.864,0.442,0.072
0.868,0.436,0.072
0.876,0.427,0.067
0.875,0.418,0.068
0.878,0.408,0.069
0.880,0.404,0.060
0.879,0.399,0.062
0.889,0.389,0.067
0.890,0.378,0.063
0.896,0.364,0.056
0.895,0.359,0.053
0.902,0.361,0.072
0.898,0.345,0.077
0.907,0.338,0.070
0.910,0.326,0.067
0.912,0.312,0.060
0.919,0.307,0.066
0.924,0.286,0.069
0.920,0.283,0.077
0.927,0.260,0.073
0.936,0.251,0.069
0.943,0.233,0.070
0.934,0.235,0.070
0.948,0.193,0.068
0.949,0.209,0.074
0.946,0.184,0.081
0.951,0.171,0.068
0.950,0.165,0.066
0.952,0.158,0.068
0.959,0.157,0.071
0.955,0.144,0.078
0.959,0.136,0.075
0.955,0.129,0.069
0.954,0.107,0.067
0.960,0.103,0.063
0.958,0.101,0.059
0.960,0.090,0.069
0.963,0.096,0.075
0.961,0.082,0.076
0.962,0.075,0.070
0.967,0.069,0.064
0.962,0.053,0.070
0.967,0.046,0.075
0.964,0.042,0.065
0.965,0.034,0.068
0.964,0.032,0.067
0.970,0.017,0.081
0.955,0.010,0.079
0.970,-0.000,0.070
0.959,-0.007,0.055
0.965,-0.015,0.074
0.961,-0.025,0.078
0.964,-0.044,0.087
0.966,-0.057,0.073
0.964,-0.059,0.053
0.963,-0.075,0.062
0.961,-0.084,0.072
0.963,-0.099,0.082
0.958,-0.102,0.073
0.959,-0.110,0.065
0.956,-0.124,0.069
0.958,-0.147,0.074
0.956,-0.153,0.062
0.954,-0.151,0.062
0.954,-0.146,0.078
0.954,-0.136,0.092
0.940,-0.157,0.081
0.952,-0.179,0.072
0.949,-0.203,0.049
0.946,-0.189,0.054
0.945,-0.193,0.087
0.944,-0.181,0.099
0.940,-0.189,0.087
0.947,-0.197,0.056
0.943,-0.198,0.051
0.939,-0.210,0.079
0.950,-0.212,0.075
0.941,-0.203,0.067
0.941,-0.199,0.077
0.942,-0.186,0.075
0.938,-0.224,0.059
0.950,-0.218,0.053
0.943,-0.205,0.073
0.936,-0.197,0.096
0.949,-0.173,0.079
0.943,-0.194,0.072
0.946,-0.206,0.068
0.950,-0.201,0.062
0.943,-0.213,0.065
0.944,-0.187,0.070
0.947,-0.182,0.082
0.945,-0.182,0.076
0.951,-0.177,0.073
0.952,-0.181,0.067
0.947,-0.177,0.067
0.951,-0.173,0.071
0.950,-0.178,0.068
0.950,-0.172,0.074
0.950,-0.172,0.075
0.953,-0.169,0.075
0.951,-0.164,0.063
0.950,-0.162,0.066
0.951,-0.158,0.067
0.950,-0.161,0.073
0.951,-0.160,0.076
0.952,-0.155,0.070
0.955,-0.156,0.068
0.953,-0.154,0.066
0.953,-0.158,0.070
0.951,-0.159,0.074
0.949,-0.157,0.078
0.951,-0.157,0.072
0.953,-0.154,0.068
0.952,-0.155,0.067
0.953,-0.157,0.074
0.954,-0.157,0.077
0.953,-0.156,0.070
0.954,-0.154,0.067
0.951,-0.154,0.065
0.950,-0.155,0.070
0.951,-0.155,0.078
0.953,-0.157,0.078
0.954,-0.154,0.070
0.953,-0.152,0.065
0.953,-0.152,0.066
0.954,-0.159,0.068
0.956,-0.159,0.073
0.958,-0.158,0.079
0.957,-0.153,0.082
0.952,-0.156,0.088
0.949,-0.153,0.096
0.948,-0.159,0.089
0.945,-0.154,0.068
0.950,-0.153,0.071
0.947,-0.156,0.084
0.949,-0.153,0.091
0.950,-0.156,0.089
0.953,-0.154,0.083
0.952,-0.153,0.082
0.954,-0.155,0.085
0.954,-0.154,0.088
0.951,-0.155,0.089
0.952,-0.154,0.085
0.951,-0.156,0.078
0.950,-0.156,0.078
0.948,-0.154,0.084
0.950,-0.155,0.085
0.948,-0.156,0.082
0.950,-0.154,0.082
0.950,-0.153,0.079
0.953,-0.150,0.079
0.954,-0.151,0.072
0.953,-0.148,0.078
0.951,-0.154,0.087
0.955,-0.153,0.084
0.953,-0.159,0.078
0.954,-0.150,0.074
0.953,-0.149,0.073
0.950,-0.143,0.076
0.950,-0.146,0.076
0.952,-0.149,0.082
0.959,-0.155,0.074
0.950,-0.158,0.069
0.953,-0.153,0.080
0.957,-0.144,0.086
0.953,-0.147,0.084
0.951,-0.146,0.073
0.957,-0.159,0.066
0.956,-0.158,0.082
0.952,-0.157,0.092
0.952,-0.160,0.075
0.950,-0.156,0.068
0.951,-0.161,0.085
0.946,-0.166,0.077
0.953,-0.162,0.074
0.948,-0.169,0.064
0.951,-0.176,0.071
0.946,-0.177,0.074
0.950,-0.177,0.074
0.947,-0.176,0.065
0.951,-0.172,0.068
0.944,-0.175,0.073
0.950,-0.183,0.072
0.947,-0.196,0.064
0.947,-0.199,0.064
0.947,-0.190,0.060
0.945,-0.208,0.072
0.944,-0.203,0.069
0.942,-0.206,0.066
0.944,-0.219,0.057
0.946,-0.212,0.065
0.941,-0.225,0.065
0.940,-0.226,0.061
0.935,-0.261,0.077
0.928,-0.274,0.064
0.931,-0.276,0.054
0.925,-0.287,0.057
0.922,-0.295,0.072
0.913,-0.322,0.062
0.913,-0.342,0.063
0.908,-0.350,0.068
0.912,-0.350,0.068
0.889,-0.378,0.043
0.893,-0.396,0.051
0.880,-0.404,0.060
0.878,-0.428,0.075
0.870,-0.433,0.064
0.856,-0.458,0.058
0.848,-0.469,0.059
0.842,-0.478,0.061
0.825,-0.500,0.058
0.819,-0.514,0.053
0.806,-0.532,0.060
0.798,-0.546,0.064
0.791,-0.556,0.064
0.784,-0.565,0.060
0.773,-0.578,0.055
0.769,-0.588,0.055
0.757,-0.607,0.058
0.752,-0.621,0.058
0.743,-0.633,0.052
0.738,-0.642,0.047
0.728,-0.654,0.052
0.720,-0.660,0.056
0.704,-0.677,0.054
0.694,-0.687,0.047
0.692,-0.692,0.048
0.668,-0.710,0.046
0.661,-0.724,0.050
0.648,-0.736,0.048
0.632,-0.749,0.047
0.617,-0.754,0.049
0.607,-0.756,0.050
0.584,-0.774,0.049
0.573,-0.788,0.046
0.554,-0.810,0.045
0.542,-0.818,0.046
0.533,-0.825,0.043
0.463,-0.863,0.037
0.448,-0.868,0.043
0.429,-0.872,0.042
0.415,-0.886,0.039
0.394,-0.903,0.035
0.382,-0.908,0.036
0.361,-0.913,0.035
0.350,-0.917,0.030
0.329,-0.924,0.026
0.310,-0.926,0.026
0.302,-0.929,0.034
0.279,-0.933,0.034
0.274,-0.939,0.036
0.255,-0.945,0.028
0.245,-0.951,0.025
0.231,-0.958,0.025
0.220,-0.967,0.029
0.202,-0.980,0.024
0.187,-0.980,0.016
0.171,-0.977,0.020
0.157,-0.964,0.020
0.146,-0.965,0.019
0.122,-0.972,0.022
0.118,-0.976,0.019
0.098,-0.983,0.019
0.082,-0.985,0.016
0.074,-0.980,0.021
0.066,-0.985,0.025
0.049,-0.991,0.016
0.044,-0.987,0.010
0.033,-0.986,0.018
0.019,-0.983,0.026
0.013,-0.982,0.023
0.005,-0.984,0.018
-0.005,-0.986,0.021
-0.020,-0.992,0.018
-0.032,-0.993,0.014
-0.041,-0.993,0.020
-0.061,-0.995,0.015
-0.071,-0.989,0.016
-0.087,-0.994,0.018
-0.107,-0.990,0.013
-0.123,-0.983,0.015
-0.138,-0.982,0.015
