x,y,z
-0.394,0.036,0.937
-0.403,0.043,0.929
-0.414,0.042,0.923
-0.424,0.034,0.919
-0.424,0.037,0.917
-0.424,0.037,0.918
-0.428,0.035,0.919
-0.427,0.041,0.926
-0.420,0.039,0.928
-0.418,0.042,0.927
-0.426,0.043,0.922
-0.431,0.042,0.920
-0.435,0.049,0.918
-0.438,0.047,0.917
-0.446,0.044,0.916
-0.443,0.051,0.916
-0.447,0.046,0.915
-0.460,0.059,0.904
-0.469,0.051,0.905
-0.473,0.055,0.900
-0.465,0.050,0.900
-0.460,0.050,0.909
-0.462,0.053,0.907
-0.476,0.050,0.903
-0.498,0.045,0.890
-0.507,0.047,0.883
-0.501,0.046,0.880
-0.501,0.048,0.878
-0.517,0.053,0.874
-0.520,0.053,0.874
-0.506,0.048,0.890
-0.524,0.033,0.868
-0.540,0.030,0.858
-0.555,0.040,0.850
-0.551,0.034,0.853
-0.546,0.037,0.858
-0.553,0.034,0.854
-0.562,0.031,0.848
-0.564,0.030,0.844
-0.567,0.024,0.842
-0.570,0.029,0.846
-0.570,0.036,0.844
-0.573,0.027,0.844
-0.575,0.038,0.844
-0.576,0.035,0.841
-0.578,0.031,0.840
-0.580,0.032,0.836
-0.589,0.029,0.830
-0.600,0.026,0.821
-0.612,0.034,0.812
-0.597,0.029,0.827
-0.581,0.034,0.841
-0.583,0.030,0.841
-0.604,0.027,0.819
-0.619,0.021,0.814
-0.615,0.021,0.813
-0.614,0.026,0.817
-0.615,0.019,0.814
-0.625,0.021,0.807
-0.629,0.028,0.802
-0.642,0.024,0.794
-0.636,0.020,0.799
-0.634,0.030,0.803
-0.636,0.014,0.799
-0.644,0.017,0.793
-0.655,0.014,0.786
-0.654,0.010,0.780
-0.663,0.016,0.774
-0.664,0.011,0.773
-0.660,0.020,0.778
-0.662,0.016,0.778
-0.666,0.016,0.776
-0.676,0.013,0.766
-0.680,0.009,0.764
-0.675,0.020,0.768
-0.673,0.018,0.768
-0.677,0.015,0.764
-0.690,0.010,0.754
-0.696,0.010,0.746
-0.696,0.010,0.750
-0.692,0.006,0.752
-0.698,0.003,0.747
-0.702,0.004,0.746
-0.704,0.006,0.742
-0.710,0.005,0.738
-0.711,-0.000,0.734
-0.723,-0.001,0.726
-0.728,0.002,0.714
-0.738,-0.001,0.708
-0.743,0.003,0.699
-0.749,0.002,0.695
-0.751,0.007,0.694
-0.749,0.001,0.698
-0.731,-0.033,0.693
-0.750,-0.013,0.708
-0.748,0.006,0.698
-0.747,-0.020,0.704
-0.764,-0.011,0.682
-0.772,-0.003,0.669
-0.781,-0.008,0.662
-0.778,-0.005,0.660
-0.772,-0.010,0.670
-0.786,-0.011,0.657
-0.782,-0.016,0.661
-0.788,-0.023,0.649
-0.802,-0.025,0.636
-0.793,-0.021,0.645
-0.797,-0.013,0.639
-0.806,-0.008,0.631
-0.791,0.002,0.650
-0.793,0.008,0.650
-0.797,0.003,0.644
-0.802,0.007,0.640
-0.802,-0.002,0.639
-0.805,0.005,0.635
-0.806,-0.001,0.632
-0.808,0.015,0.631
-0.794,0.003,0.645
-0.797,0.008,0.647
-0.812,0.009,0.629
-0.818,0.015,0.619
-0.817,0.014,0.621
-0.824,0.013,0.609
-0.826,0.016,0.602
-0.830,0.009,0.597
-0.841,0.018,0.581
-0.846,0.006,0.582
-0.841,0.014,0.579
-0.848,0.006,0.572
-0.854,0.011,0.566
-0.854,0.035,0.565
-0.856,0.024,0.567
-0.854,0.038,0.557
-0.860,0.012,0.556
-0.865,0.023,0.552
-0.860,0.024,0.564
-0.852,0.026,0.572
-0.851,0.025,0.573
-0.867,0.020,0.554
-0.867,0.018,0.549
-0.866,0.019,0.542
-0.871,0.020,0.541
-0.879,0.013,0.530
-0.883,0.031,0.517
-0.888,0.028,0.517
-0.879,0.046,0.520
-0.888,0.030,0.515
-0.890,0.029,0.506
-0.900,0.021,0.493
-0.900,0.034,0.498
-0.884,0.033,0.522
-0.880,0.029,0.524
-0.887,0.022,0.513
-0.892,0.016,0.506
-0.885,0.027,0.510
-0.891,0.039,0.500
-0.901,0.027,0.500
-0.907,0.038,0.486
-0.904,0.036,0.476
-0.908,0.027,0.474
-0.913,0.034,0.473
-0.914,0.026,0.469
-0.912,0.029,0.464
-0.914,0.027,0.463
-0.915,0.022,0.466
-0.916,0.030,0.459
-0.921,0.028,0.457
-0.914,0.043,0.469
-0.914,0.036,0.466
-0.917,0.025,0.460
-0.930,0.018,0.442
-0.929,0.012,0.439
-0.926,0.024,0.443
-0.926,0.033,0.446
-0.920,0.026,0.448
-0.931,0.032,0.433
-0.931,0.026,0.432
-0.938,0.030,0.423
-0.937,0.034,0.415
-0.941,0.033,0.409
-0.944,0.040,0.405
-0.947,0.034,0.400
-0.942,0.028,0.403
-0.945,0.032,0.400
-0.942,0.026,0.409
-0.941,0.034,0.411
-0.940,0.035,0.411
-0.944,0.021,0.404
-0.951,0.023,0.392
-0.948,0.019,0.394
-0.950,0.023,0.391
-0.950,0.026,0.384
-0.956,0.027,0.371
-0.955,0.021,0.376
-0.959,0.025,0.366
-0.955,0.027,0.377
-0.950,0.033,0.388
-0.948,0.039,0.393
-0.951,0.036,0.385
-0.956,0.032,0.371
-0.961,0.026,0.367
-0.956,0.017,0.373
-0.960,0.026,0.368
-0.955,0.021,0.373
-0.961,0.020,0.365
-0.962,0.024,0.359
-0.966,0.019,0.355
-0.964,0.038,0.355
-0.962,0.035,0.357
-0.967,0.032,0.353
-0.966,0.039,0.342
-0.971,0.030,0.333
-0.973,0.034,0.330
-0.974,0.030,0.327
-0.973,0.029,0.326
-0.974,0.025,0.321
-0.980,0.016,0.312
-0.983,0.034,0.301
-0.984,0.021,0.299
-0.979,0.026,0.304
-0.984,0.013,0.303
-0.983,0.015,0.294
-0.988,0.013,0.286
-0.985,0.012,0.284
-0.988,0.017,0.281
-0.988,0.016,0.280
-0.989,0.023,0.279
-0.987,0.023,0.282
-0.989,0.017,0.277
-0.993,0.012,0.270
-0.996,0.022,0.260
-0.988,0.017,0.271
-0.990,0.013,0.274
-0.993,0.015,0.259
-0.997,0.008,0.251
-0.998,0.012,0.244
-0.998,0.006,0.246
-0.997,0.003,0.248
-0.998,0.012,0.245
-1.001,0.002,0.237
-1.000,0.008,0.230
-1.002,0.004,0.228
-1.003,0.000,0.228
-1.003,0.006,0.225
-0.999,-0.001,0.235
-1.003,-0.007,0.221
-1.006,-0.004,0.214
-1.005,-0.003,0.214
-1.005,-0.004,0.207
-1.006,-0.005,0.209
-1.004,-0.009,0.207
-1.007,-0.009,0.190
-1.012,-0.017,0.189
-1.005,0.004,0.208
-1.007,-0.001,0.187
-1.014,-0.008,0.168
-1.010,-0.001,0.184
-1.015,0.006,0.159
-1.014,0.015,0.161
-1.012,0.001,0.170
-1.016,0.003,0.171
-1.010,-0.010,0.174
-1.012,0.003,0.168
-1.014,0.006,0.162
-1.012,0.012,0.163
-1.012,0.009,0.158
-1.013,0.007,0.155
-1.014,-0.004,0.148
-1.020,-0.008,0.138
-1.019,0.006,0.132
-1.018,0.009,0.121
-1.020,0.008,0.113
-1.022,0.014,0.106
-1.024,0.019,0.105
-1.024,0.029,0.101
-1.024,0.034,0.098
-1.023,0.038,0.096
-1.022,0.035,0.101
-1.023,0.029,0.097
-1.020,0.030,0.107
-1.017,0.033,0.115
-1.020,0.030,0.121
-1.020,0.032,0.111
-1.022,0.029,0.102
-1.020,0.025,0.110
-1.020,0.026,0.109
-1.019,0.023,0.103
-1.023,0.021,0.095
-1.021,0.020,0.092
-1.025,0.014,0.089
-1.023,0.021,0.098
-1.020,0.024,0.094
-1.021,0.025,0.089
-1.023,0.019,0.083
-1.025,0.016,0.078
-1.024,0.017,0.071
-1.027,0.019,0.069
-1.026,0.019,0.067
-1.024,0.022,0.070
-1.026,0.015,0.063
-1.025,0.018,0.067
-1.024,0.028,0.077
-1.022,0.032,0.076
-1.024,0.024,0.069
-1.023,0.019,0.064
-1.023,0.008,0.058
-1.022,0.010,0.060
-1.024,0.018,0.058
-1.024,0.018,0.058
-1.025,0.024,0.051
-1.025,0.023,0.046
-1.028,0.022,0.038
-1.029,0.023,0.036
-1.024,0.022,0.040
-1.026,0.024,0.032
-1.027,0.022,0.031
-1.026,0.025,0.035
-1.026,0.024,0.040
-1.024,0.025,0.044
-1.024,0.022,0.031
-1.028,0.020,0.024
-1.027,0.023,0.027
-1.023,0.024,0.032
-1.025,0.026,0.026
-1.024,0.027,0.021
-1.027,0.030,0.018
-1.022,0.043,0.031
-1.025,0.045,0.024
-1.025,0.048,0.019
-1.027,0.040,0.014
-1.026,0.035,0.013
-1.027,0.033,0.009
-1.022,0.036,0.009
-1.026,0.032,0.008
-1.028,0.032,0.003
-1.024,0.033,0.006
-1.022,0.036,-0.003
-1.024,0.037,-0.010
-1.028,0.037,-0.016
-1.024,0.031,-0.025
-1.022,0.027,-0.033
-1.026,0.027,-0.040
-1.026,0.028,-0.051
-1.023,0.024,-0.057
-1.022,0.015,-0.067
-1.023,0.013,-0.072
-1.023,0.016,-0.089
-1.021,0.015,-0.088
-1.022,0.005,-0.112
-1.024,0.006,-0.117
-1.021,0.013,-0.119
-1.020,0.014,-0.116
-1.018,0.007,-0.117
-1.020,0.016,-0.113
-1.019,0.008,-0.133
-1.019,0.014,-0.127
-1.020,0.006,-0.114
-1.011,0.007,-0.170
-1.025,0.005,-0.118
-1.014,-0.017,-0.170
-1.021,0.002,-0.130
-1.014,0.002,-0.147
-1.014,-0.001,-0.131
-1.017,-0.006,-0.131
-1.015,-0.003,-0.147
-1.013,-0.001,-0.154
-1.014,-0.007,-0.156
-1.016,-0.011,-0.161
-1.013,-0.005,-0.154
-1.014,-0.007,-0.164
-1.007,-0.006,-0.143
-1.009,0.003,-0.156
-1.008,-0.000,-0.175
-1.010,-0.013,-0.176
-1.008,-0.018,-0.174
-1.005,-0.013,-0.182
-1.005,0.005,-0.191
-1.004,-0.002,-0.202
-1.001,-0.005,-0.222
-1.000,-0.004,-0.217
-1.000,-0.002,-0.227
-0.994,0.000,-0.241
-0.991,-0.000,-0.249
-0.992,0.008,-0.267
-0.990,0.024,-0.265
-0.983,0.025,-0.282
-0.988,0.025,-0.298
-0.985,0.041,-0.283
-0.973,0.041,-0.289
-0.982,0.013,-0.301
-0.981,0.007,-0.293
-0.974,0.019,-0.298
-0.974,0.022,-0.311
-0.976,0.024,-0.318
-0.968,0.016,-0.338
-0.966,0.017,-0.346
-0.967,0.022,-0.349
-0.956,0.023,-0.371
-0.953,0.027,-0.371
-0.954,0.021,-0.373
-0.943,0.018,-0.393
-0.942,0.017,-0.408
-0.934,0.020,-0.416
-0.928,0.017,-0.432
-0.927,0.016,-0.432
-0.918,0.011,-0.448
-0.912,0.005,-0.464
-0.912,0.001,-0.467
-0.907,0.012,-0.469
-0.894,0.014,-0.495
-0.900,0.008,-0.498
-0.891,0.012,-0.504
-0.886,0.010,-0.504
-0.880,0.009,-0.513
-0.880,0.013,-0.524
-0.878,0.005,-0.521
-0.753,0.013,-0.295
-1.112,0.019,-0.647
-0.821,-0.039,-0.549
-0.873,-0.016,-0.552
-0.852,-0.003,-0.583
-0.829,-0.000,-0.580
-0.834,-0.013,-0.591
-0.833,-0.024,-0.583
-0.825,-0.015,-0.588
-0.819,-0.008,-0.608
-0.816,-0.010,-0.617
-0.807,-0.007,-0.617
-0.802,-0.020,-0.633
-0.804,-0.018,-0.623
-0.793,-0.005,-0.616
-0.787,-0.019,-0.648
-0.775,-0.007,-0.647
-0.764,-0.010,-0.672
-0.760,-0.001,-0.675
-0.738,-0.008,-0.704
-0.742,-0.006,-0.706
-0.731,-0.006,-0.679
-0.698,-0.002,-0.690
-0.702,-0.002,-0.741
-0.691,-0.002,-0.758
-0.664,-0.001,-0.775
-0.658,0.001,-0.796
-0.669,0.001,-0.790
-0.652,0.002,-0.784
-0.637,0.006,-0.786
-0.630,0.014,-0.776
-0.635,0.009,-0.799
-0.638,0.014,-0.802
-0.629,0.019,-0.799
-0.612,0.019,-0.798
-0.610,0.016,-0.808
-0.628,0.023,-0.807
-0.610,0.024,-0.811
-0.591,0.012,-0.830
-0.598,0.006,-0.819
-0.599,0.008,-0.823
-0.571,0.010,-0.839
-0.574,0.015,-0.841
-0.563,0.017,-0.844
-0.543,0.015,-0.850
-0.535,0.017,-0.862
-0.536,0.021,-0.866
-0.527,0.021,-0.875
-0.516,0.024,-0.880
-0.513,0.021,-0.875
-0.500,0.025,-0.882
-0.501,0.028,-0.881
-0.501,0.027,-0.874
-0.480,0.029,-0.887
-0.493,0.029,-0.881
-0.471,0.030,-0.892
-0.460,0.033,-0.903
-0.468,0.031,-0.903
-0.451,0.030,-0.911
-0.439,0.032,-0.912
-0.435,0.036,-0.919
-0.437,0.037,-0.909
-0.421,0.040,-0.912
-0.414,0.029,-0.916
-0.410,0.020,-0.927
-0.401,0.017,-0.928
-0.386,0.023,-0.940
-0.377,0.030,-0.934
-0.368,0.020,-0.938
-0.349,0.020,-0.941
-0.338,0.017,-0.950
-0.326,0.022,-0.959
-0.311,0.024,-0.969
-0.310,0.024,-0.965
-0.281,0.019,-0.970
-0.266,0.018,-0.980
-0.259,0.025,-0.979
-0.259,0.020,-0.978
-0.246,0.018,-0.982
-0.233,0.020,-0.982
-0.226,0.020,-0.986
-0.232,0.018,-0.982
-0.215,0.012,-0.984
-0.207,0.010,-0.990
-0.216,0.014,-0.986
-0.194,0.015,-0.989
-0.196,0.012,-0.987
-0.188,0.011,-0.991
-0.181,0.011,-0.990
-0.170,0.010,-0.996
-0.174,0.011,-0.994
-0.160,0.012,-0.990
-0.150,0.011,-0.998
-0.162,0.008,-0.994
-0.146,0.011,-0.996
-0.138,0.010,-0.996
-0.132,0.008,-0.995
-0.124,0.006,-1.000
-0.122,0.010,-1.000
-0.096,0.006,-1.004
-0.100,0.004,-1.000
-0.080,0.005,-1.002
-0.079,0.006,-1.002
-0.071,0.005,-1.005
-0.064,-0.001,-0.996
-0.042,-0.007,-1.001
-0.036,0.006,-1.001
-0.025,0.003,-1.000
0.002,-0.005,-1.001
0.019,-0.012,-1.008
0.018,-0.006,-1.013
0.037,-0.000,-1.009
0.055,-0.005,-1.005
0.058,-0.005,-1.008
0.070,-0.005,-1.001
0.073,-0.004,-0.997
0.088,-0.007,-0.992
0.105,-0.008,-0.999
0.100,-0.009,-0.990
0.092,-0.016,-1.001
0.111,-0.007,-0.994
0.131,-0.014,-0.994
0.126,-0.008,-0.994
0.146,-0.014,-0.990
0.154,-0.016,-0.992
0.147,-0.013,-1.000
0.148,-0.009,-0.993
0.164,-0.014,-0.989
0.160,-0.011,-0.981
0.166,-0.015,-0.980
0.180,-0.021,-0.982
0.181,-0.014,-0.982
0.185,-0.014,-0.987
0.190,-0.016,-0.988
0.204,-0.018,-0.982
0.216,-0.017,-0.975
0.214,-0.016,-0.974
0.218,-0.016,-0.973
0.229,-0.021,-0.968
0.233,-0.022,-0.970
0.236,-0.019,-0.972
0.243,-0.017,-0.969
0.262,-0.023,-0.969
0.260,-0.019,-0.966
0.266,-0.021,-0.962
0.278,-0.023,-0.957
0.281,-0.019,-0.960
0.276,-0.021,-0.959
0.296,-0.023,-0.948
0.307,-0.022,-0.948
0.305,-0.025,-0.947
0.323,-0.019,-0.943
0.329,-0.024,-0.943
0.334,-0.020,-0.941
0.348,-0.027,-0.932
0.361,-0.023,-0.929
0.365,-0.023,-0.927
0.371,-0.024,-0.927
0.374,-0.024,-0.921
0.385,-0.026,-0.912
0.387,-0.015,-0.923
0.390,-0.023,-0.917
0.411,-0.026,-0.905
0.442,-0.025,-0.890
0.417,-0.018,-0.898
0.417,-0.017,-0.902
0.446,-0.018,-0.887
0.443,-0.021,-0.894
0.437,0.007,-0.907
0.479,-0.008,-0.865
0.488,-0.015,-0.866
0.465,-0.014,-0.880
0.487,-0.013,-0.866
0.500,-0.012,-0.856
0.508,-0.013,-0.852
0.506,-0.011,-0.855
0.511,-0.010,-0.851
0.522,-0.013,-0.844
0.515,-0.012,-0.849
0.524,-0.013,-0.842
0.528,-0.013,-0.840
0.525,-0.006,-0.841
0.532,-0.011,-0.833
0.533,-0.013,-0.831
0.541,-0.011,-0.823
0.547,-0.007,-0.826
0.555,-0.011,-0.821
0.556,-0.007,-0.818
0.570,-0.008,-0.806
0.576,-0.008,-0.801
0.579,-0.007,-0.802
0.585,-0.010,-0.800
0.598,-0.009,-0.786
0.595,-0.013,-0.792
0.602,-0.015,-0.784
0.612,-0.016,-0.772
0.623,-0.012,-0.763
0.618,-0.013,-0.768
0.627,-0.018,-0.759
0.633,-0.016,-0.754
0.646,-0.018,-0.744
0.658,-0.018,-0.733
0.661,-0.018,-0.734
0.670,-0.018,-0.724
0.677,-0.021,-0.717
0.684,-0.016,-0.710
0.695,-0.018,-0.696
0.702,-0.018,-0.689
0.710,-0.019,-0.678
0.715,-0.020,-0.673
0.724,-0.021,-0.666
0.724,-0.017,-0.666
0.734,-0.021,-0.654
0.743,-0.020,-0.641
0.744,-0.021,-0.641
0.752,-0.021,-0.627
0.764,-0.022,-0.617
0.767,-0.023,-0.609
0.776,-0.020,-0.598
0.785,-0.022,-0.587
0.789,-0.019,-0.583
0.796,-0.020,-0.571
0.810,-0.019,-0.551
0.810,-0.021,-0.548
0.816,-0.021,-0.540
0.819,-0.023,-0.533
0.830,-0.023,-0.518
0.829,-0.022,-0.517
0.837,-0.020,-0.510
0.838,-0.021,-0.502
0.841,-0.025,-0.497
0.849,-0.021,-0.483
0.854,-0.023,-0.474
0.860,-0.027,-0.466
0.857,-0.025,-0.464
0.869,-0.024,-0.443
0.874,-0.024,-0.433
0.876,-0.027,-0.433
0.880,-0.021,-0.417
0.887,-0.023,-0.405
0.889,-0.022,-0.397
0.894,-0.026,-0.387
0.898,-0.027,-0.374
0.900,-0.026,-0.378
0.901,-0.024,-0.369
0.908,-0.023,-0.349
0.907,-0.026,-0.349
0.912,-0.025,-0.338
0.916,-0.027,-0.329
0.921,-0.025,-0.310
0.926,-0.024,-0.305
0.923,-0.026,-0.308
0.927,-0.028,-0.290
0.935,-0.027,-0.269
0.933,-0.022,-0.263
0.933,-0.027,-0.265
0.935,-0.027,-0.263
0.937,-0.027,-0.254
0.940,-0.025,-0.240
0.939,-0.027,-0.244
0.939,-0.026,-0.245
0.943,-0.024,-0.231
0.943,-0.024,-0.229
0.949,-0.026,-0.206
0.945,-0.032,-0.213
0.951,-0.028,-0.196
0.949,-0.025,-0.199
0.951,-0.025,-0.192
0.951,-0.023,-0.157
0.955,-0.029,-0.174
0.953,-0.020,-0.165
0.942,-0.021,-0.183
0.955,-0.037,-0.180
0.958,-0.031,-0.141
0.957,-0.023,-0.161
0.953,-0.021,-0.163
0.959,-0.022,-0.141
0.962,-0.024,-0.130
0.960,-0.027,-0.130
0.960,-0.023,-0.122
0.960,-0.026,-0.114
0.964,-0.026,-0.098
0.965,-0.025,-0.091
0.962,-0.026,-0.087
0.964,-0.025,-0.083
0.965,-0.025,-0.081
0.965,-0.024,-0.066
0.966,-0.023,-0.065
0.966,-0.029,-0.072
0.970,-0.024,-0.044
0.967,-0.023,-0.053
0.966,-0.021,-0.040
0.966,-0.022,-0.036
0.966,-0.024,-0.019
0.967,-0.024,-0.016
0.969,-0.021,-0.010
0.970,-0.025,0.014
0.968,-0.019,-0.004
0.970,-0.021,-0.001
0.966,-0.026,0.015
0.968,-0.026,0.021
0.966,-0.027,0.025
0.967,-0.019,0.033
0.965,-0.017,0.032
0.969,-0.026,0.031
0.965,-0.019,0.027
0.965,-0.020,0.027
0.966,-0.027,0.037
0.966,-0.023,0.044
0.967,-0.022,0.051
0.967,-0.020,0.049
0.967,-0.020,0.044
0.966,-0.017,0.042
0.968,-0.019,0.046
0.969,-0.021,0.049
0.967,-0.018,0.057
0.967,-0.019,0.068
0.967,-0.018,0.070
0.966,-0.012,0.068
0.967,-0.017,0.067
0.967,-0.014,0.071
0.964,-0.013,0.078
0.967,-0.026,0.102
0.960,-0.005,0.114
0.963,-0.027,0.113
0.963,-0.003,0.105
0.959,-0.014,0.105
0.958,-0.010,0.113
0.958,-0.008,0.123
0.956,-0.008,0.134
0.958,-0.006,0.134
0.958,-0.008,0.139
0.956,-0.009,0.147
0.955,-0.007,0.158
0.953,-0.003,0.169
0.953,-0.009,0.175
0.948,0.007,0.182
0.950,-0.002,0.177
0.952,-0.002,0.177
0.950,0.004,0.191
0.950,-0.006,0.202
0.944,0.011,0.213
0.943,0.005,0.214
0.940,0.002,0.220
0.939,0.012,0.223
0.941,0.001,0.229
0.938,0.011,0.232
0.935,0.007,0.238
0.934,0.007,0.241
0.931,0.014,0.249
0.933,0.010,0.249
0.934,0.011,0.257
0.931,0.014,0.262
0.928,0.013,0.270
0.926,0.016,0.271
0.928,0.015,0.272
0.928,0.016,0.273
0.928,0.016,0.279
0.927,0.017,0.283
0.921,0.019,0.284
0.921,0.019,0.285
0.922,0.019,0.284
0.924,0.020,0.287
0.926,0.018,0.295
0.921,0.021,0.298
0.919,0.021,0.301
0.918,0.022,0.303
0.920,0.021,0.302
0.920,0.023,0.303
0.919,0.021,0.304
0.917,0.021,0.312
0.916,0.020,0.318
0.914,0.024,0.324
0.912,0.021,0.326
0.911,0.023,0.324
0.910,0.025,0.321
0.910,0.024,0.321
0.913,0.024,0.325
0.908,0.023,0.332
0.906,0.022,0.338
0.906,0.022,0.343
0.904,0.023,0.347
0.903,0.025,0.346
0.903,0.023,0.347
0.904,0.022,0.351
0.902,0.022,0.358
0.899,0.023,0.362
0.898,0.023,0.366
0.895,0.022,0.370
0.893,0.022,0.372
0.892,0.024,0.378
0.893,0.025,0.377
0.892,0.023,0.377
0.892,0.022,0.386
0.888,0.026,0.392
0.884,0.022,0.403
0.881,0.025,0.409
0.880,0.021,0.417
0.876,0.023,0.421
0.872,0.023,0.428
0.869,0.023,0.432
0.867,0.025,0.435
0.862,0.022,0.439
0.860,0.025,0.443
0.854,0.023,0.455
0.851,0.024,0.463
0.848,0.023,0.467
0.844,0.024,0.471
0.841,0.024,0.479
0.839,0.024,0.489
0.835,0.024,0.495
0.830,0.023,0.501
0.827,0.025,0.502
0.825,0.023,0.510
0.822,0.023,0.513
0.817,0.026,0.517
0.815,0.025,0.518
0.814,0.028,0.523
0.813,0.026,0.528
0.807,0.028,0.535
0.805,0.027,0.539
0.804,0.027,0.547
0.801,0.027,0.553
0.796,0.026,0.558
0.791,0.030,0.561
0.790,0.027,0.563
0.788,0.032,0.563
0.788,0.032,0.565
0.787,0.033,0.566
0.786,0.034,0.569
0.781,0.034,0.577
0.775,0.036,0.580
0.770,0.036,0.571
0.737,0.029,0.457
0.878,0.023,0.673
0.595,0.018,0.662
0.792,0.067,0.646
0.800,0.060,0.637
0.692,0.041,0.595
0.756,0.033,0.589
0.791,0.052,0.615
0.726,0.041,0.617
0.725,0.041,0.623
0.748,0.051,0.638
0.745,0.047,0.636
0.730,0.046,0.629
0.729,0.046,0.640
0.730,0.043,0.648
0.723,0.048,0.650
0.720,0.043,0.649
0.721,0.046,0.656
0.718,0.046,0.663
0.709,0.046,0.666
0.708,0.046,0.670
0.707,0.043,0.672
0.703,0.044,0.679
0.696,0.041,0.684
0.684,0.043,0.697
0.679,0.044,0.701
0.673,0.040,0.706
0.665,0.044,0.716
0.661,0.041,0.721
0.653,0.041,0.725
0.648,0.043,0.726
0.647,0.040,0.729
0.645,0.040,0.731
0.638,0.040,0.740
0.633,0.039,0.743
0.631,0.039,0.750
0.622,0.039,0.755
0.618,0.038,0.760
0.611,0.039,0.764
0.607,0.037,0.768
0.601,0.036,0.771
0.599,0.037,0.773
0.593,0.037,0.774
0.586,0.038,0.782
0.581,0.037,0.782
0.576,0.033,0.783
0.577,0.037,0.785
0.575,0.035,0.788
0.571,0.037,0.794
0.564,0.035,0.801
0.559,0.032,0.805
0.556,0.034,0.812
0.553,0.032,0.812
0.548,0.034,0.814
0.546,0.035,0.814
0.546,0.033,0.818
0.539,0.034,0.821
0.533,0.031,0.824
0.526,0.032,0.825
0.527,0.034,0.829
0.525,0.033,0.834
0.515,0.031,0.836
0.509,0.033,0.835
0.507,0.028,0.839
0.505,0.030,0.839
0.504,0.032,0.847
