x,y,z
0.588,-0.131,-0.819
0.546,-0.073,-0.751
0.530,-0.053,-0.785
0.512,-0.217,-0.874
0.489,-0.098,-0.819
0.470,-0.129,-0.853
0.449,-0.205,-0.858
0.426,-0.144,-0.918
0.418,-0.154,-0.908
0.393,-0.181,-0.896
0.364,-0.172,-0.921
0.343,-0.182,-0.911
0.320,-0.192,-0.911
0.292,-0.194,-0.930
0.275,-0.200,-0.975
0.257,-0.213,-0.960
0.273,-0.202,-0.952
0.222,-0.227,-0.945
0.186,-0.182,-0.940
0.179,-0.219,-0.976
0.155,-0.208,-0.945
0.144,-0.224,-1.028
0.131,-0.221,-0.968
0.127,-0.217,-0.992
0.119,-0.220,-0.959
0.104,-0.197,-0.978
0.108,-0.208,-0.954
0.084,-0.206,-0.990
0.083,-0.230,-0.999
0.064,-0.220,-0.989
0.058,-0.214,-0.984
0.053,-0.221,-0.993
0.052,-0.205,-0.976
0.053,-0.231,-0.987
0.043,-0.229,-0.999
0.044,-0.215,-0.973
0.039,-0.224,-0.981
0.038,-0.198,-0.989
0.037,-0.172,-0.989
0.036,-0.192,-0.986
0.032,-0.163,-0.996
0.036,-0.182,-0.982
0.032,-0.137,-1.007
0.030,-0.149,-0.998
0.029,-0.149,-0.991
0.027,-0.142,-1.001
0.032,-0.144,-0.988
0.031,-0.150,-0.999
0.036,-0.158,-0.988
0.037,-0.163,-1.012
0.043,-0.151,-0.994
0.039,-0.139,-1.000
0.050,-0.173,-1.019
0.077,-0.173,-1.038
0.090,-0.193,-1.005
0.116,-0.162,-0.986
0.085,-0.170,-0.962
0.259,-0.158,-1.175
0.198,-0.127,-0.997
0.234,-0.131,-0.975
0.268,-0.084,-0.959
0.313,-0.114,-0.935
0.355,-0.092,-0.978
0.514,-0.390,-0.994
0.436,-0.103,-0.868
0.504,-0.084,-0.774
0.550,-0.087,-0.761
0.558,0.004,-0.782
0.727,-0.280,-0.816
0.656,-0.079,-0.706
0.699,-0.070,-0.670
0.726,-0.067,-0.640
0.757,-0.063,-0.569
0.787,-0.062,-0.561
0.816,-0.054,-0.522
0.838,-0.049,-0.462
0.854,-0.049,-0.423
0.872,-0.048,-0.398
0.888,-0.045,-0.361
0.907,-0.045,-0.337
0.916,-0.044,-0.296
0.924,-0.041,-0.279
0.932,-0.044,-0.246
0.939,-0.040,-0.209
0.947,-0.041,-0.181
0.950,-0.041,-0.165
0.954,-0.041,-0.142
0.957,-0.041,-0.126
0.959,-0.039,-0.124
0.962,-0.043,-0.100
0.963,-0.039,-0.078
0.965,-0.039,-0.062
0.966,-0.040,-0.001
0.960,-0.018,0.176
0.966,-0.038,0.029
0.966,-0.040,0.022
0.967,-0.039,0.007
0.968,-0.042,-0.012
0.969,-0.042,-0.018
0.968,-0.039,-0.001
0.966,-0.042,0.011
0.967,-0.046,-0.053
0.964,-0.052,0.012
0.968,-0.039,0.002
0.967,-0.039,-0.013
0.970,-0.041,0.000
0.967,-0.038,-0.002
0.966,-0.039,-0.010
0.967,-0.042,-0.009
0.968,-0.043,-0.010
0.968,-0.039,-0.004
0.968,-0.044,-0.026
0.972,-0.026,-0.074
0.966,-0.056,-0.023
0.972,-0.052,-0.030
0.952,-0.031,0.057
0.962,-0.031,0.026
0.979,-0.057,-0.070
0.971,-0.024,-0.030
0.978,-0.041,-0.038
0.965,-0.037,0.019
0.983,-0.028,-0.052
0.974,-0.042,-0.004
0.962,-0.034,0.028
0.908,-0.034,0.224
0.943,-0.037,0.108
0.983,-0.026,-0.043
0.983,-0.045,-0.036
1.003,-0.043,-0.114
0.925,-0.037,0.177
0.940,-0.046,0.137
0.974,-0.040,0.015
0.974,-0.039,0.013
0.954,-0.041,0.090
0.960,-0.042,0.069
0.973,-0.040,0.026
0.960,-0.044,0.071
0.972,-0.044,0.028
0.974,-0.043,0.029
0.975,-0.042,0.024
0.953,-0.041,0.098
0.936,-0.039,0.167
0.933,-0.039,0.177
0.929,-0.052,0.128
0.942,-0.028,0.131
0.930,-0.035,0.155
0.971,-0.041,0.034
0.974,-0.036,-0.064
0.968,-0.037,-0.004
0.963,-0.032,0.022
0.969,-0.045,-0.011
0.968,-0.043,-0.006
0.967,-0.044,-0.001
0.970,-0.047,-0.022
0.974,-0.059,-0.028
0.986,-0.086,0.010
0.965,-0.027,0.016
0.974,-0.045,-0.012
0.950,0.022,-0.017
0.985,-0.058,-0.000
0.978,-0.044,0.016
0.977,-0.018,-0.005
0.978,-0.016,-0.062
0.976,0.021,-0.022
0.967,0.042,0.008
0.962,0.057,0.018
0.959,0.074,0.024
0.954,0.130,-0.061
0.950,0.112,0.011
0.975,0.074,0.015
0.948,0.136,0.021
0.943,0.183,-0.025
0.943,0.195,-0.009
0.948,0.182,0.009
0.943,0.200,0.004
0.930,0.245,-0.015
0.924,0.261,-0.003
0.955,0.197,0.003
0.939,0.222,0.018
0.917,0.263,0.052
0.929,0.274,-0.026
0.931,0.266,-0.007
0.926,0.270,0.022
0.935,0.256,0.008
0.918,0.294,0.031
0.925,0.318,-0.030
0.916,0.319,-0.066
0.908,0.307,-0.007
0.878,0.373,0.044
0.896,0.356,-0.014
0.915,0.330,-0.041
0.851,0.454,-0.013
0.875,0.409,-0.016
0.851,0.441,0.018
0.857,0.437,0.005
0.845,0.473,-0.033
0.826,0.511,-0.030
0.823,0.505,-0.006
0.822,0.519,-0.016
0.829,0.488,-0.005
0.822,0.487,0.016
0.782,0.576,-0.024
0.789,0.547,-0.016
0.714,0.670,-0.024
0.661,0.688,0.004
0.665,0.678,-0.016
0.652,0.683,-0.007
0.628,0.748,-0.041
0.609,0.750,-0.008
0.582,0.771,0.011
0.567,0.794,0.011
0.548,0.820,0.011
0.534,0.827,0.015
0.509,0.865,-0.009
0.508,0.846,0.010
0.492,0.865,-0.004
0.494,0.836,0.013
0.464,0.887,0.006
0.448,0.908,0.007
0.439,0.874,0.054
0.456,0.875,-0.030
0.456,0.832,0.004
0.424,0.861,-0.015
0.398,0.914,-0.018
0.386,0.915,0.013
0.387,0.897,0.002
0.367,0.911,-0.002
0.332,0.954,0.017
0.340,0.903,0.032
0.342,0.902,-0.005
0.318,0.935,0.000
0.294,0.959,-0.016
0.294,0.922,-0.007
0.271,0.972,0.003
0.254,0.981,0.002
0.243,1.001,-0.007
0.244,0.977,0.001
0.238,0.962,-0.001
0.227,0.982,-0.021
0.237,0.945,-0.013
0.226,0.939,0.025
0.218,0.940,0.029
0.192,0.980,-0.009
0.184,1.001,-0.030
0.182,0.968,0.009
0.180,0.959,0.003
0.167,0.974,0.000
0.153,0.982,0.022
0.152,0.981,-0.010
0.142,0.982,-0.007
0.133,0.980,0.004
0.112,1.021,-0.029
0.119,0.992,-0.015
0.095,0.997,0.032
0.083,1.042,-0.049
0.054,1.013,0.024
0.007,0.975,0.053
0.100,0.999,0.071
0.004,0.997,-0.050
0.138,1.013,0.008
0.050,0.965,-0.047
0.092,0.945,0.002
0.084,0.962,-0.010
0.092,0.979,-0.047
0.085,0.973,0.004
0.058,0.989,-0.013
0.039,0.990,0.035
0.034,1.029,-0.011
0.038,1.024,-0.028
0.047,0.990,-0.030
0.022,1.013,-0.063
0.036,1.000,-0.018
0.043,0.993,-0.013
0.040,0.991,-0.012
0.039,0.994,-0.018
0.035,0.997,-0.039
0.042,0.996,-0.021
0.037,0.993,0.003
0.036,0.993,0.004
0.036,0.997,-0.026
0.044,0.994,-0.016
0.038,0.993,-0.006
0.036,0.995,-0.003
0.036,0.995,-0.015
0.032,1.009,-0.011
0.043,0.997,-0.050
0.039,1.003,-0.020
0.025,1.049,-0.078
0.030,1.019,-0.028
0.042,0.995,0.003
0.048,1.009,-0.035
0.059,0.984,-0.015
0.061,0.979,0.031
0.059,0.979,0.028
0.052,1.006,0.008
0.067,0.999,-0.020
0.070,0.994,0.004
0.065,1.001,0.021
0.061,1.027,-0.014
0.070,1.023,-0.026
0.092,0.991,-0.016
0.099,0.989,-0.020
0.093,1.011,-0.031
0.097,1.013,-0.030
0.108,0.995,-0.006
0.120,0.995,-0.014
0.108,1.036,-0.019
0.119,1.016,0.011
0.149,0.980,-0.023
0.164,0.966,-0.013
0.162,1.005,0.001
0.172,1.002,0.000
0.190,0.988,-0.001
0.207,0.971,0.003
0.198,1.015,0.008
0.218,1.031,-0.027
0.253,0.971,-0.022
0.273,0.969,-0.005
0.281,0.988,-0.023
0.281,1.009,0.004
0.329,0.928,0.035
0.375,0.825,0.085
0.399,0.890,-0.024
0.421,0.891,-0.031
0.458,0.843,-0.029
0.490,0.830,-0.068
0.526,0.787,-0.071
0.510,0.827,0.009
0.538,0.799,0.026
0.583,0.743,-0.013
0.603,0.727,-0.010
0.622,0.711,-0.028
0.636,0.700,0.012
0.651,0.694,-0.028
0.663,0.711,-0.067
0.681,0.665,-0.007
0.691,0.656,0.002
0.698,0.670,-0.000
0.706,0.655,-0.008
0.714,0.648,-0.005
0.730,0.616,-0.033
0.738,0.616,-0.006
0.742,0.625,-0.021
0.742,0.628,-0.002
0.743,0.621,0.020
0.764,0.592,-0.002
0.770,0.582,0.006
0.782,0.576,-0.006
0.778,0.584,-0.016
0.776,0.589,0.002
0.804,0.531,-0.005
0.808,0.532,-0.010
0.817,0.525,-0.045
0.801,0.547,0.042
0.825,0.503,-0.001
0.843,0.467,-0.035
0.847,0.465,-0.034
0.871,0.419,-0.025
0.866,0.423,0.005
0.866,0.413,0.014
0.871,0.414,-0.014
0.889,0.374,0.004
0.885,0.395,-0.023
0.899,0.329,-0.001
0.894,0.343,-0.031
0.903,0.339,-0.000
0.907,0.323,0.001
0.909,0.310,-0.013
0.915,0.304,-0.046
0.924,0.284,-0.051
0.938,0.246,-0.033
0.931,0.261,0.003
0.929,0.246,0.018
0.937,0.221,0.010
0.939,0.207,0.009
0.946,0.182,0.001
0.957,0.163,-0.015
0.959,0.160,-0.019
0.948,0.156,0.031
0.965,0.142,-0.009
0.957,0.137,-0.025
0.957,0.125,0.007
0.963,0.108,0.007
0.969,0.102,0.005
0.963,0.116,-0.021
0.957,0.105,-0.025
0.964,0.081,0.001
0.966,0.069,0.032
0.962,0.083,-0.007
0.961,0.070,0.021
0.970,0.048,-0.002
0.969,0.048,-0.010
0.966,0.046,0.016
0.971,0.043,-0.007
0.966,0.035,0.012
0.972,0.022,-0.006
0.969,0.016,0.001
0.967,0.018,-0.006
0.970,0.003,0.006
0.974,-0.010,0.002
0.971,-0.013,0.006
0.974,-0.017,-0.007
0.974,-0.026,0.003
0.973,-0.025,-0.001
0.974,-0.025,-0.022
0.963,-0.017,-0.011
0.957,-0.056,0.075
0.997,-0.100,-0.019
0.972,-0.067,-0.014
0.970,-0.050,-0.003
0.961,-0.032,0.015
0.964,-0.032,0.004
0.967,-0.049,0.005
0.969,-0.051,-0.001
0.968,-0.046,0.000
0.968,-0.046,0.001
0.967,-0.046,0.000
0.965,-0.042,0.011
0.964,-0.043,0.014
0.967,-0.045,0.000
0.970,-0.048,-0.008
0.966,-0.045,0.006
0.966,-0.044,0.004
0.967,-0.044,-0.000
0.967,-0.046,0.001
0.991,-0.026,-0.189
0.965,-0.047,0.014
0.971,-0.042,-0.006
0.965,-0.041,0.005
0.965,-0.041,0.010
0.975,-0.060,-0.074
0.960,-0.029,0.045
0.972,-0.063,-0.042
0.968,-0.051,-0.001
0.968,-0.044,0.000
0.970,-0.050,-0.027
0.967,-0.049,-0.008
0.966,-0.044,0.002
0.969,-0.051,0.025
0.967,-0.051,-0.013
0.967,-0.046,0.004
0.968,-0.046,-0.005
0.967,-0.045,0.004
0.967,-0.045,-0.001
0.967,-0.049,-0.005
0.969,-0.049,-0.045
0.970,-0.050,-0.023
0.968,-0.048,-0.006
0.968,-0.050,-0.018
0.967,-0.048,-0.003
0.953,-0.037,0.107
0.973,-0.047,-0.045
0.967,-0.058,-0.022
0.969,-0.047,-0.007
0.967,-0.046,-0.010
0.967,-0.044,0.007
0.969,-0.043,-0.008
0.966,-0.051,-0.005
0.974,-0.020,0.044
0.966,-0.023,-0.006
0.974,-0.065,-0.029
0.971,-0.069,-0.041
0.963,-0.071,-0.045
0.967,-0.054,-0.010
0.979,-0.028,0.010
0.968,-0.054,-0.007
0.968,-0.057,-0.010
0.976,-0.046,-0.026
0.970,-0.064,0.004
0.985,-0.036,-0.005
1.000,-0.024,-0.011
0.938,-0.152,-0.038
0.951,-0.137,-0.017
0.970,-0.126,-0.022
0.960,-0.165,-0.009
0.929,-0.232,-0.005
0.939,-0.244,-0.026
0.923,-0.281,-0.003
0.908,-0.320,-0.012
0.882,-0.365,-0.000
0.887,-0.377,-0.009
0.861,-0.422,-0.005
0.857,-0.452,-0.036
0.816,-0.509,0.001
0.889,-0.396,-0.053
0.783,-0.556,-0.008
0.782,-0.563,-0.017
0.758,-0.601,0.049
0.753,-0.600,-0.005
0.731,-0.638,-0.021
0.704,-0.648,0.004
0.688,-0.671,0.001
0.671,-0.694,-0.001
0.657,-0.702,-0.030
0.615,-0.739,-0.017
0.576,-0.779,-0.019
0.545,-0.809,-0.023
0.483,-0.882,-0.028
0.473,-0.879,-0.005
0.492,-0.820,-0.030
0.401,-0.935,0.027
0.369,-0.986,-0.073
0.414,-0.881,-0.035
0.388,-0.896,0.005
0.379,-0.902,-0.001
0.347,-0.923,0.001
0.346,-0.892,-0.000
0.296,-0.950,0.002
0.286,-0.939,-0.013
0.283,-0.926,-0.004
0.233,-0.964,0.003
0.194,-0.997,-0.004
0.193,-0.980,0.018
0.190,-0.960,0.023
0.170,-0.990,-0.002
0.117,-0.979,-0.013
0.163,-0.953,-0.005
0.102,-1.003,-0.021
0.089,-1.002,-0.011
0.065,-1.011,-0.006
0.058,-0.990,-0.007
0.049,-1.002,-0.002
0.061,-0.971,0.001
0.051,-0.971,-0.010
0.022,-0.992,-0.005
0.000,-1.006,-0.010
0.005,-0.976,-0.001
-0.028,-1.019,-0.001
-0.050,-0.960,-0.008
0.225,-1.268,-0.029
-0.046,-0.988,-0.012
-0.062,-1.014,0.005
-0.076,-1.058,-0.012
-0.090,-1.010,-0.022
-0.076,-0.991,-0.040
-0.079,-0.997,-0.010
-0.081,-0.990,-0.012
-0.076,-0.990,-0.018
-0.075,-0.992,-0.010
-0.081,-0.995,-0.019
-0.079,-0.991,-0.015
-0.085,-0.993,-0.009
-0.082,-0.994,-0.012
-0.080,-0.995,-0.005
-0.076,-0.992,-0.010
-0.082,-0.999,-0.009
-0.096,-1.015,-0.036
-0.073,-1.001,-0.011
-0.083,-1.012,0.001
-0.068,-1.016,-0.017
-0.041,-0.998,0.006
-0.044,-1.023,-0.008
-0.014,-1.020,-0.025
0.008,-1.012,-0.014
0.057,-0.983,-0.035
0.063,-1.013,-0.010
0.138,-0.964,-0.024
0.133,-1.011,-0.005
0.179,-0.985,-0.009
0.249,-0.932,-0.017
0.290,-0.919,-0.002
0.308,-0.939,0.005
0.327,-0.925,0.001
0.378,-0.875,0.002
0.395,-0.880,-0.001
0.407,-0.903,-0.021
0.463,-0.850,-0.006
0.491,-0.849,-0.017
0.513,-0.835,-0.015
0.588,-0.751,-0.006
0.630,-0.721,-0.021
0.688,-0.651,-0.015
0.684,-0.683,-0.027
0.730,-0.618,-0.014
0.716,-0.665,-0.016
0.746,-0.608,-0.001
0.783,-0.552,-0.021
0.842,-0.448,0.001
0.849,-0.444,-0.021
0.853,-0.441,-0.031
0.878,-0.380,0.011
0.881,-0.390,-0.005
0.904,-0.340,-0.002
0.892,-0.343,0.000
0.912,-0.310,0.004
0.931,-0.273,-0.002
0.937,-0.249,0.001
0.922,-0.287,-0.019
0.930,-0.246,-0.011
0.925,-0.143,-0.024
0.895,-0.160,-0.016
0.993,-0.101,0.016
1.043,-0.318,-0.062
1.075,-0.188,0.006
0.982,-0.072,-0.013
0.965,-0.189,-0.033
0.987,-0.110,-0.028
0.994,-0.045,0.024
0.962,-0.028,0.020
0.968,-0.032,-0.004
0.969,-0.054,-0.018
0.970,-0.031,-0.004
0.967,-0.041,-0.006
0.969,-0.048,-0.008
0.965,-0.038,0.002
0.969,-0.043,-0.010
0.971,-0.034,-0.011
0.977,-0.013,-0.012
0.954,-0.036,0.055
0.952,-0.098,0.003
0.955,-0.061,0.013
0.987,-0.007,-0.016
0.968,-0.035,0.010
0.970,-0.060,-0.086
0.979,-0.048,-0.042
0.973,-0.041,-0.031
0.962,-0.022,0.013
0.965,0.047,0.014
0.959,0.079,0.206
0.994,-0.019,-0.146
0.968,-0.077,-0.030
0.969,-0.047,-0.013
0.969,-0.040,-0.003
0.965,-0.041,0.013
0.966,-0.038,0.006
0.966,-0.039,0.007
0.970,-0.052,-0.024
0.968,-0.045,0.004
0.967,-0.044,-0.009
0.964,-0.037,0.019
0.966,-0.038,-0.002
0.968,-0.077,-0.044
0.968,-0.028,0.040
0.957,-0.057,0.081
0.965,-0.053,0.018
0.964,-0.018,0.006
0.962,-0.033,0.001
0.954,-0.046,0.022
0.985,-0.049,0.084
0.990,-0.050,-0.001
0.979,-0.022,0.011
0.929,-0.035,0.114
1.004,-0.059,0.017
0.923,-0.019,0.007
0.968,-0.032,-0.052
0.951,-0.060,0.016
0.932,-0.017,0.043
0.977,-0.055,0.011
0.955,-0.053,0.011
0.969,-0.093,-0.024
0.943,-0.052,0.152
0.960,-0.055,-0.090
0.950,-0.049,0.056
0.939,0.005,0.042
1.000,-0.012,-0.101
1.004,-0.025,-0.107
0.952,-0.003,0.092
0.967,0.010,-0.140
0.964,0.007,-0.029
0.965,-0.008,-0.085
0.982,-0.052,0.038
0.906,-0.049,0.126
0.979,-0.064,-0.052
0.954,-0.132,-0.075
1.025,0.015,-0.101
0.896,-0.041,-0.087
1.015,-0.084,-0.000
1.026,-0.005,-0.083
1.005,-0.067,-0.111
0.857,-0.054,0.164
0.980,-0.022,-0.020
0.946,-0.071,0.010
0.942,-0.047,0.065
0.844,-0.146,0.280
0.895,-0.133,-0.029
0.851,-0.161,0.215
0.897,-0.148,0.188
1.027,-0.066,-0.186
0.961,-0.086,0.036
0.990,-0.158,0.022
0.939,-0.091,-0.226
0.955,-0.041,-0.093
0.982,-0.014,-0.134
0.968,-0.022,-0.037
0.966,-0.046,0.003
0.970,-0.050,-0.013
0.967,-0.046,-0.006
0.971,-0.029,0.019
0.969,-0.062,-0.041
0.967,-0.056,0.019
0.968,-0.039,-0.009
0.973,-0.084,-0.052
0.960,-0.047,0.040
0.968,-0.039,-0.015
0.963,-0.046,-0.023
0.947,-0.033,0.080
0.977,-0.063,-0.089
0.970,-0.042,-0.007
0.980,-0.055,-0.023
0.984,-0.094,-0.076
0.985,0.047,0.019
0.944,-0.059,0.116
0.990,0.016,-0.040
0.947,-0.030,0.102
0.921,-0.035,0.187
0.917,-0.051,0.213
0.924,-0.033,0.213
0.909,-0.028,0.260
0.886,-0.031,0.370
0.913,-0.032,0.277
0.923,-0.035,0.223
0.887,-0.028,0.339
0.873,-0.119,0.339
0.877,-0.029,0.333
0.852,-0.026,0.390
0.797,-0.023,0.561
0.790,-0.021,0.584
0.821,-0.024,0.444
0.794,-0.020,0.507
0.779,-0.010,0.531
0.750,-0.018,0.584
0.740,-0.012,0.594
0.700,-0.010,0.666
0.691,-0.029,0.679
0.674,-0.029,0.702
0.625,-0.005,0.735
0.611,-0.017,0.738
0.575,-0.021,0.823
0.578,-0.016,0.777
0.568,-0.022,0.769
0.543,-0.017,0.796
0.473,0.039,1.022
0.498,0.017,0.871
0.469,0.014,0.923
0.465,-0.004,0.930
0.474,-0.025,0.904
0.458,-0.004,0.858
0.440,-0.027,0.871
0.458,-0.045,0.843
0.451,-0.033,0.930
0.344,-0.284,0.896
0.393,0.133,0.927
0.440,0.415,0.939
0.395,-0.014,0.941
0.405,-0.023,0.894
0.422,-0.026,0.819
0.410,-0.010,0.843
0.382,-0.006,0.896
0.372,-0.006,0.916
0.379,-0.001,0.865
0.362,0.001,0.870
0.339,-0.005,0.896
0.309,-0.009,0.943
0.285,-0.013,0.924
0.296,0.033,1.010
0.247,0.005,1.009
0.251,-0.009,0.948
0.235,-0.008,0.964
0.219,-0.003,0.992
0.205,0.001,0.989
0.194,0.001,1.001
0.193,-0.011,0.965
0.164,-0.003,1.038
0.166,0.011,1.001
0.132,-0.021,0.949
0.196,0.016,0.971
0.134,0.013,1.081
0.136,0.005,1.007
0.122,-0.013,0.970
0.113,-0.034,0.923
0.093,0.012,1.027
0.094,0.007,1.003
0.082,-0.023,0.936
0.071,-0.006,0.993
0.067,0.019,1.016
0.051,-0.001,1.001
0.035,-0.015,1.017
0.037,-0.005,1.001
0.030,0.000,1.016
0.032,-0.003,0.979
0.019,-0.011,0.985
-0.002,0.001,1.043
0.001,0.010,1.020
0.009,-0.057,0.897
-0.040,-0.062,0.996
-0.008,0.004,0.983
0.016,0.020,0.967
-0.027,-0.005,1.018
-0.057,0.016,1.048
-0.001,0.004,0.957
-0.008,-0.046,0.962
-0.029,0.007,1.007
-0.049,0.005,1.016
-0.044,0.009,1.001
-0.033,0.008,1.009
-0.021,0.006,0.991
-0.022,0.033,0.996
-0.026,0.009,1.002
-0.030,-0.001,1.008
-0.033,0.011,1.000
-0.026,0.015,1.000
-0.033,0.004,0.999
-0.026,0.004,1.030
-0.029,0.009,0.998
-0.034,0.016,0.999
-0.027,0.017,1.003
-0.029,0.019,1.000
-0.028,0.008,0.997
-0.025,0.005,1.005
-0.029,0.013,1.000
-0.028,0.004,1.001
-0.028,0.021,1.005
-0.031,0.006,1.026
-0.042,0.001,1.028
-0.022,0.009,1.016
-0.032,0.034,0.991
0.010,0.029,1.031
-0.012,-0.015,1.077
-0.030,0.081,1.023
-0.045,0.121,1.005
-0.026,0.099,1.046
-0.022,0.131,1.019
-0.044,0.119,0.962
-0.040,0.203,0.970
-0.020,0.258,0.937
-0.034,0.255,1.004
-0.010,0.251,1.012
-0.007,0.282,0.972
-0.012,0.361,0.913
-0.006,0.348,0.952
-0.005,0.400,0.925
-0.005,0.456,0.860
0.012,0.509,0.800
0.014,0.635,0.728
-0.002,0.676,0.696
-0.005,0.673,0.715
-0.005,0.719,0.668
-0.005,0.734,0.643
-0.000,0.730,0.664
0.011,0.819,0.548
0.000,0.807,0.583
0.020,0.854,0.527
-0.004,0.806,0.542
-0.016,0.770,0.661
0.008,0.802,0.564
0.014,0.850,0.488
0.017,0.835,0.527
0.016,0.815,0.565
0.028,0.858,0.456
0.014,0.865,0.481
0.008,0.879,0.450
0.026,0.932,0.311
0.025,0.948,0.294
0.003,0.913,0.385
0.021,0.946,0.290
0.013,0.965,0.261
0.022,0.983,0.226
0.031,0.995,0.184
0.017,0.992,0.201
0.017,0.982,0.216
0.018,0.942,0.279
0.013,0.933,0.287
0.010,0.908,0.331
0.028,0.978,0.163
0.006,0.986,0.185
0.014,1.013,0.091
0.012,1.017,0.080
0.023,0.988,0.113
0.016,1.004,0.083
0.007,1.022,0.048
0.024,0.999,0.051
0.004,0.973,0.140
0.007,0.966,0.134
0.016,1.010,0.018
0.018,1.010,0.005
0.009,1.001,0.054
0.020,0.980,0.060
0.013,0.993,0.053
0.015,1.000,0.013
0.029,0.984,0.005
0.013,0.992,0.008
-0.007,1.020,0.017
0.033,0.990,-0.032
-0.003,1.001,0.039
0.020,0.988,0.028
0.007,1.014,-0.035
-0.002,1.007,-0.009
0.035,0.997,-0.042
0.024,1.002,-0.005
-0.016,1.014,0.014
-0.004,0.991,0.064
-0.010,0.996,0.037
0.025,0.987,0.019
0.017,0.991,0.069
0.049,0.957,0.035
0.054,0.873,0.177
-0.028,1.086,-0.016
0.065,0.951,-0.042
-0.050,1.109,-0.003
0.019,1.003,0.097
-0.011,1.083,0.053
0.061,0.960,-0.081
0.063,0.937,0.005
0.047,1.009,-0.051
0.042,0.977,0.065
0.031,1.010,0.004
0.060,0.949,-0.050
0.068,0.923,0.026
0.018,1.042,-0.020
0.014,1.049,0.047
0.034,1.032,-0.024
0.037,1.042,-0.057
0.052,1.021,-0.094
0.053,1.027,0.047
0.038,1.078,0.040
0.076,1.028,-0.002
0.099,1.003,0.013
0.113,0.991,-0.005
0.145,0.954,-0.027
0.157,0.956,-0.032
0.156,0.989,0.003
0.160,0.988,0.030
0.163,1.017,0.020
0.169,1.033,-0.031
0.199,0.985,0.011
0.211,0.988,0.019
0.228,0.987,0.020
0.260,0.916,0.120
0.257,0.991,0.002
0.289,0.952,-0.002
0.318,0.921,-0.002
0.337,0.942,-0.016
0.349,0.939,0.015
0.402,0.844,0.048
0.417,0.863,0.031
0.430,0.914,0.001
0.428,0.949,-0.026
0.502,0.782,0.015
0.506,0.814,0.003
0.544,0.798,-0.022
0.558,0.780,-0.015
0.558,0.816,0.006
0.626,0.673,0.052
0.614,0.735,0.034
0.639,0.710,0.058
0.608,0.796,0.022
0.666,0.680,-0.004
0.691,0.650,-0.004
0.685,0.704,-0.011
0.720,0.621,0.035
0.743,0.587,0.018
0.787,0.516,-0.024
0.817,0.460,-0.030
0.818,0.479,-0.004
0.817,0.490,-0.010
0.837,0.448,0.003
0.833,0.465,0.004
0.812,0.522,-0.023
0.883,0.301,0.032
0.856,0.376,0.019
0.893,0.268,0.057
0.904,0.251,0.017
0.911,0.235,0.012
0.933,0.135,0.011
0.938,0.158,-0.005
0.981,0.073,-0.022
0.996,0.038,-0.019
0.996,0.024,-0.026
0.971,0.074,0.001
0.959,0.092,-0.001
0.974,0.062,-0.012
0.963,0.072,0.037
0.945,0.115,0.044
0.923,0.104,0.009
0.946,0.056,0.006
0.971,-0.004,-0.024
0.986,-0.062,-0.029
0.980,-0.072,-0.016
0.980,-0.068,-0.018
0.949,-0.009,0.073
0.969,-0.032,0.003
0.969,-0.049,-0.013
0.969,-0.048,-0.009
0.969,-0.046,-0.005
0.969,-0.047,-0.002
0.965,-0.039,0.012
0.968,-0.047,-0.013
0.967,-0.043,0.009
0.965,-0.043,0.002
0.966,-0.049,-0.003
0.966,-0.044,-0.002
0.967,-0.043,-0.004
0.967,-0.044,-0.007
0.968,-0.046,0.010
0.969,-0.049,-0.008
0.968,-0.046,-0.003
0.969,-0.048,-0.003
0.967,-0.045,-0.008
0.968,-0.048,0.002
0.963,-0.042,0.020
0.967,-0.082,0.027
0.980,-0.093,0.062
1.006,-0.108,0.018
0.976,-0.015,-0.036
0.969,-0.020,-0.057
0.984,-0.058,0.074
0.992,-0.068,-0.011
0.986,-0.042,-0.048
0.991,-0.018,-0.036
0.970,0.040,-0.072
0.961,0.059,0.009
0.963,0.130,0.002
0.955,0.128,0.010
0.960,0.116,0.016
0.933,0.188,-0.012
0.920,0.223,0.020
0.916,0.249,0.020
0.905,0.280,0.022
0.936,0.256,-0.011
0.918,0.267,0.030
0.909,0.293,-0.014
0.936,0.238,0.026
0.937,0.252,-0.067
0.912,0.321,-0.029
0.928,0.257,0.041
0.922,0.298,-0.004
0.908,0.314,0.019
0.900,0.338,0.010
0.895,0.343,0.025
0.891,0.358,0.016
0.899,0.334,0.006
0.872,0.400,-0.005
0.832,0.498,0.000
0.853,0.465,0.012
0.853,0.422,0.034
0.830,0.479,0.024
0.818,0.522,-0.009
0.804,0.528,0.034
0.786,0.542,-0.023
0.764,0.620,-0.023
0.763,0.604,0.028
0.772,0.570,0.021
0.771,0.573,-0.003
0.721,0.675,-0.024
0.737,0.619,0.046
0.734,0.630,0.005
0.724,0.643,-0.009
0.724,0.627,-0.012
0.696,0.664,0.022
0.677,0.699,0.002
0.754,0.489,0.060
0.614,0.815,-0.016
0.640,0.705,0.026
0.604,0.792,0.014
0.606,0.756,-0.012
0.595,0.746,0.028
0.555,0.815,0.024
0.556,0.797,0.028
0.531,0.815,0.009
0.521,0.832,0.009
0.506,0.835,0.015
0.490,0.848,0.017
0.467,0.888,0.006
0.454,0.896,-0.023
0.451,0.872,0.009
0.453,0.840,0.012
0.427,0.875,0.011
