x,y,z
-0.046,-0.358,0.938
-0.051,-0.346,0.932
-0.053,-0.290,0.980
-0.057,-0.294,0.953
-0.051,-0.274,0.963
-0.043,-0.278,0.942
-0.085,-0.188,1.022
-0.069,-0.225,0.955
-0.054,-0.226,0.950
-0.001,-0.202,0.958
-0.056,-0.168,0.975
-0.070,-0.152,0.927
-0.132,-0.298,0.512
0.175,0.107,0.996
0.023,0.057,0.931
-0.068,-0.018,1.054
-0.022,0.005,1.025
-0.032,0.000,0.985
-0.032,-0.009,0.983
-0.033,-0.004,0.994
-0.030,-0.006,1.005
-0.031,-0.002,0.988
-0.032,-0.004,1.003
-0.030,-0.005,1.000
-0.032,-0.004,0.998
-0.031,-0.004,0.997
-0.030,-0.003,1.000
-0.032,-0.004,0.998
-0.031,-0.004,1.000
-0.031,-0.003,1.001
-0.031,-0.003,1.000
-0.030,-0.001,1.000
-0.031,-0.003,1.001
-0.031,-0.004,1.000
-0.030,-0.004,1.000
-0.031,-0.004,0.999
-0.030,-0.004,1.000
-0.030,-0.004,1.000
-0.031,-0.003,1.000
-0.032,-0.004,1.001
-0.030,-0.004,1.000
-0.032,-0.003,1.000
-0.032,-0.004,1.000
-0.030,-0.005,0.999
-0.031,-0.005,0.998
-0.031,-0.004,1.000
-0.030,-0.004,1.000
-0.033,-0.004,1.001
-0.030,-0.004,1.000
-0.030,-0.003,1.000
-0.032,-0.003,1.001
-0.031,-0.003,0.999
-0.030,-0.001,0.993
-0.030,-0.004,1.000
-0.031,-0.004,1.000
-0.031,-0.004,0.999
-0.024,-0.002,0.993
-0.031,-0.004,1.000
-0.031,-0.003,1.000
-0.027,-0.005,0.995
-0.020,-0.008,0.997
-0.021,-0.008,1.007
-0.036,0.002,1.002
-0.027,0.001,1.001
-0.027,-0.000,1.001
-0.049,0.003,0.995
-0.063,-0.002,0.992
-0.045,-0.004,1.001
-0.062,0.004,1.004
0.032,-0.046,1.107
-0.055,0.024,0.955
-0.032,-0.004,1.015
-0.049,-0.003,0.990
-0.041,-0.009,1.001
-0.050,-0.003,1.000
-0.011,0.014,1.006
-0.033,-0.001,1.005
-0.012,0.005,0.996
-0.054,-0.002,1.001
-0.035,-0.001,1.001
-0.040,0.000,0.997
-0.039,-0.004,1.002
-0.040,-0.004,1.000
-0.038,0.001,0.998
-0.043,-0.007,1.000
-0.042,0.001,0.993
-0.041,-0.002,1.000
-0.042,-0.008,1.002
-0.048,-0.001,0.994
-0.045,-0.002,1.001
-0.046,-0.006,1.003
-0.056,-0.001,0.989
-0.045,-0.012,1.018
-0.063,-0.013,0.999
-0.067,0.004,0.969
-0.046,0.000,1.014
-0.037,-0.009,1.041
-0.052,0.014,0.995
-0.055,0.003,1.001
-0.053,-0.013,1.030
-0.073,0.020,0.961
-0.091,0.018,0.944
-0.083,0.013,0.984
-0.057,-0.026,1.037
-0.072,-0.008,0.989
-0.072,-0.007,0.986
-0.076,-0.004,0.964
-0.045,-0.005,1.019
-0.035,-0.002,1.000
-0.040,-0.003,1.000
-0.040,-0.004,1.001
-0.044,-0.010,0.997
-0.039,0.002,1.000
-0.037,-0.005,1.000
-0.041,-0.002,1.000
-0.035,0.005,0.997
-0.037,-0.003,0.996
-0.040,-0.007,0.999
-0.037,0.006,0.995
-0.037,0.005,0.999
-0.039,-0.003,1.002
-0.046,-0.012,1.001
-0.034,0.006,0.999
-0.036,0.002,1.000
-0.039,-0.009,1.001
-0.042,-0.001,1.004
-0.032,0.004,0.996
-0.034,-0.007,0.993
-0.032,-0.003,0.995
-0.043,-0.000,1.003
-0.036,-0.000,0.995
-0.031,-0.002,0.994
-0.035,0.000,1.005
-0.041,-0.002,1.000
-0.046,-0.007,0.999
-0.045,-0.001,0.997
-0.044,-0.000,1.000
-0.046,-0.000,1.001
-0.050,-0.003,0.988
-0.046,-0.001,0.995
-0.034,-0.006,1.025
-0.059,-0.002,0.982
-0.052,0.001,1.014
-0.077,-0.000,0.989
-0.065,-0.008,1.011
-0.074,0.009,1.003
-0.097,0.004,0.979
-0.104,-0.002,0.977
-0.092,-0.005,1.013
-0.105,0.004,1.000
-0.102,0.000,1.014
-0.115,0.003,1.001
-0.126,0.005,0.997
-0.128,-0.004,1.032
-0.147,0.006,0.977
-0.160,0.005,0.997
-0.154,-0.004,1.001
-0.185,0.006,0.989
-0.196,0.002,0.980
-0.197,0.005,0.981
-0.205,0.004,0.987
-0.213,0.013,0.997
-0.220,0.004,0.975
-0.238,0.006,0.971
-0.236,0.010,0.991
-0.242,0.006,0.986
-0.263,0.008,0.973
-0.274,0.019,0.975
-0.279,0.009,0.980
-0.287,0.009,0.976
-0.289,-0.004,0.978
-0.330,0.019,0.957
-0.322,-0.017,0.967
-0.386,0.067,0.946
-0.390,0.025,0.928
-0.415,0.018,0.903
-0.418,0.016,0.918
-0.431,0.029,0.923
-0.448,0.024,0.901
-0.455,0.027,0.906
-0.496,0.023,0.874
-0.497,0.025,0.885
-0.522,0.024,0.866
-0.525,0.030,0.849
-0.549,0.024,0.842
-0.554,0.028,0.842
-0.565,0.034,0.837
-0.582,0.031,0.818
-0.589,0.023,0.825
-0.594,0.027,0.825
-0.612,0.030,0.805
-0.618,0.033,0.801
-0.635,0.029,0.786
-0.644,0.026,0.779
-0.641,0.027,0.791
-0.652,0.034,0.783
-0.659,0.034,0.775
-0.680,0.032,0.750
-0.686,0.028,0.740
-0.696,0.032,0.731
-0.701,0.036,0.738
-0.701,0.033,0.743
-0.708,0.028,0.729
-0.711,0.033,0.733
-0.727,0.036,0.711
-0.731,0.035,0.719
-0.741,0.033,0.704
-0.747,0.034,0.694
-0.765,0.038,0.671
-0.776,0.036,0.656
-0.786,0.035,0.648
-0.791,0.037,0.626
-0.796,0.034,0.640
-0.807,0.038,0.624
-0.827,0.038,0.586
-0.838,0.036,0.570
-0.841,0.040,0.574
-0.857,0.042,0.546
-0.865,0.038,0.534
-0.874,0.036,0.524
-0.879,0.032,0.516
-0.884,0.035,0.508
-0.892,0.037,0.497
-0.899,0.037,0.483
-0.906,0.046,0.464
-0.912,0.040,0.463
-0.917,0.037,0.449
-0.923,0.040,0.435
-0.941,0.054,0.255
-0.940,0.058,0.373
-0.942,0.054,0.388
-0.951,0.047,0.373
-0.952,0.052,0.370
-0.961,0.043,0.355
-0.966,0.042,0.344
-0.980,0.041,0.301
-0.983,0.041,0.298
-0.972,0.047,0.324
-0.973,0.045,0.323
-0.967,0.040,0.331
-0.975,0.038,0.310
-0.971,0.044,0.308
-0.981,0.044,0.292
-0.977,0.045,0.294
-0.990,0.046,0.270
-0.997,0.052,0.243
-0.997,0.045,0.233
-1.010,0.042,0.194
-1.007,0.044,0.198
-1.000,0.041,0.217
-1.000,0.048,0.201
-1.005,0.044,0.178
-1.010,0.046,0.153
-1.015,0.049,0.143
-1.020,0.047,0.134
-1.010,0.049,0.156
-1.010,0.047,0.132
-1.030,0.046,0.090
-1.027,0.044,0.090
-1.007,0.044,0.124
-1.008,0.046,0.114
-1.018,0.044,0.092
-1.028,0.043,0.053
-1.021,0.046,0.064
-1.017,0.044,0.060
-1.025,0.047,0.031
-1.027,0.046,0.021
-1.040,0.046,-0.014
-1.026,0.042,-0.000
-1.024,0.057,0.010
-1.034,0.043,-0.017
-1.026,0.046,-0.023
-1.025,0.044,-0.006
-1.023,0.045,-0.001
-1.028,0.046,-0.009
-1.022,0.042,0.014
-1.029,0.060,-0.038
-1.027,0.047,-0.038
-1.025,0.045,-0.006
-1.023,0.046,-0.017
-1.025,0.048,-0.047
-1.026,0.049,-0.009
-1.021,0.040,0.007
-1.025,0.042,-0.008
-1.024,0.048,-0.016
-1.025,0.045,-0.010
-1.024,0.045,-0.011
-1.021,0.044,0.005
-1.024,0.042,-0.001
-1.019,0.054,0.002
-1.020,0.044,0.025
-1.033,0.048,-0.143
-1.022,0.044,-0.012
-1.024,0.049,-0.023
-1.017,0.132,0.101
-1.027,0.028,-0.010
-1.023,0.050,-0.012
-1.023,0.047,-0.028
-1.024,0.046,0.004
-1.025,0.053,-0.005
-1.025,0.040,-0.011
-1.027,0.045,-0.021
-1.024,0.045,-0.000
-1.027,0.044,-0.006
-1.021,0.046,0.008
-1.012,0.053,0.009
-1.026,0.040,-0.024
-1.035,0.032,-0.010
-1.028,0.047,0.007
-1.026,0.055,-0.029
-1.026,0.044,-0.003
-1.025,0.042,-0.003
-1.025,0.046,-0.003
-1.024,0.050,-0.010
-1.025,0.043,-0.005
-1.023,0.048,-0.005
-1.024,0.046,-0.008
-1.023,0.046,-0.003
-1.022,0.047,-0.041
-1.023,0.045,-0.027
-1.021,0.047,-0.049
-1.019,0.047,-0.060
-1.018,0.045,-0.087
-1.014,0.046,-0.107
-1.011,0.044,-0.153
-1.006,0.045,-0.171
-1.001,0.045,-0.216
-0.996,0.044,-0.210
-0.990,0.043,-0.262
-0.982,0.042,-0.286
-0.973,0.036,-0.316
-0.957,0.053,-0.335
-0.968,0.066,-0.368
-0.947,0.042,-0.379
-0.938,0.041,-0.416
-0.925,0.040,-0.443
-0.913,0.039,-0.468
-0.904,0.039,-0.487
-0.896,0.040,-0.500
-0.887,0.041,-0.504
-0.879,0.041,-0.519
-0.868,0.040,-0.531
-0.860,0.040,-0.543
-0.848,0.039,-0.564
-0.822,0.040,-0.605
-0.813,0.039,-0.606
-0.802,0.040,-0.630
-0.790,0.037,-0.632
-0.776,0.037,-0.656
-0.762,0.038,-0.681
-0.749,0.035,-0.685
-0.737,0.037,-0.708
-0.732,0.050,-0.724
-0.720,0.047,-0.731
-0.702,0.032,-0.743
-0.696,0.034,-0.742
-0.688,0.034,-0.752
-0.676,0.033,-0.754
-0.665,0.033,-0.760
-0.653,0.033,-0.783
-0.640,0.032,-0.793
-0.629,0.029,-0.794
-0.615,0.032,-0.824
-0.605,0.031,-0.826
-0.598,0.030,-0.829
-0.592,0.031,-0.823
-0.585,0.029,-0.838
-0.580,0.032,-0.840
-0.578,0.030,-0.848
-0.584,0.023,-0.838
-0.579,0.030,-0.839
-0.582,0.030,-0.839
-0.585,0.030,-0.829
-0.587,0.029,-0.820
-0.583,0.031,-0.836
-0.583,0.030,-0.837
-0.583,0.031,-0.833
-0.580,0.030,-0.828
-0.583,0.031,-0.846
-0.579,0.032,-0.836
-0.586,0.030,-0.838
-0.581,0.033,-0.826
-0.586,0.030,-0.827
-0.582,0.032,-0.832
-0.586,0.031,-0.835
-0.583,0.030,-0.823
-0.588,0.032,-0.845
-0.589,0.030,-0.824
-0.587,0.032,-0.839
-0.591,0.029,-0.829
-0.589,0.031,-0.826
-0.590,0.030,-0.839
-0.586,0.030,-0.825
-0.589,0.031,-0.830
-0.588,0.020,-0.806
-0.590,0.026,-0.825
-0.583,0.039,-0.830
-0.586,0.033,-0.832
-0.583,0.028,-0.838
-0.587,-0.008,-0.805
-0.599,-0.003,-0.872
-0.567,0.130,-0.732
-0.580,0.036,-0.831
-0.579,0.028,-0.830
-0.574,0.031,-0.837
-0.569,0.029,-0.841
-0.563,0.027,-0.845
-0.555,0.030,-0.846
-0.549,0.029,-0.853
-0.542,0.028,-0.848
-0.532,0.028,-0.862
-0.520,0.028,-0.869
-0.511,0.026,-0.878
-0.497,0.027,-0.883
-0.487,0.026,-0.895
-0.472,0.024,-0.901
-0.463,0.025,-0.899
-0.449,0.024,-0.900
-0.434,0.023,-0.923
-0.421,0.023,-0.922
-0.408,0.020,-0.930
-0.396,0.020,-0.936
-0.385,0.020,-0.940
-0.373,0.018,-0.945
-0.364,0.016,-0.948
-0.355,0.017,-0.950
-0.344,0.016,-0.946
-0.321,0.012,-0.965
-0.309,0.018,-0.975
-0.300,0.014,-0.972
-0.294,0.014,-0.972
-0.291,0.015,-0.962
-0.283,0.014,-0.962
-0.277,0.016,-0.964
-0.264,0.014,-0.969
-0.251,0.011,-0.982
-0.239,0.012,-0.987
-0.230,0.010,-0.999
-0.221,0.014,-0.997
-0.222,0.009,-0.985
-0.216,0.012,-0.981
-0.212,0.011,-0.981
-0.203,0.013,-0.996
-0.195,0.010,-0.990
-0.185,0.008,-1.005
-0.181,0.008,-0.985
-0.177,0.009,-0.998
-0.172,0.009,-0.993
-0.165,0.008,-1.003
-0.162,0.008,-0.992
-0.156,0.009,-1.002
-0.152,0.001,-0.991
-0.145,0.006,-0.996
-0.141,0.005,-1.011
-0.133,0.010,-0.990
-0.131,0.004,-0.997
-0.094,0.004,-1.001
-0.121,0.009,-1.006
-0.113,0.005,-1.007
-0.109,0.004,-1.005
-0.107,0.008,-1.005
-0.101,0.005,-1.008
-0.100,0.004,-1.000
-0.096,0.003,-1.005
-0.094,0.009,-1.005
-0.090,0.009,-1.010
-0.090,0.008,-1.006
-0.088,0.009,-1.007
-0.089,0.009,-1.005
-0.088,0.009,-1.008
-0.088,0.010,-1.008
-0.089,0.008,-1.009
-0.087,0.010,-1.006
-0.088,0.008,-1.009
-0.088,0.008,-1.008
-0.089,0.009,-1.009
-0.093,0.009,-1.009
-0.096,0.011,-1.042
-0.102,0.009,-0.999
-0.110,0.010,-1.013
-0.122,0.010,-1.007
-0.135,0.006,-0.978
-0.146,0.011,-1.016
-0.163,0.007,-0.995
-0.178,0.013,-1.002
-0.222,0.016,-1.011
-0.239,0.017,-0.993
-0.266,0.016,-0.987
-0.293,0.018,-0.977
-0.323,0.020,-0.953
-0.350,0.019,-0.942
-0.403,0.022,-0.934
-0.397,0.025,-0.934
-0.424,0.023,-0.907
-0.449,0.027,-0.906
-0.473,0.027,-0.905
-0.499,0.028,-0.893
-0.519,0.029,-0.889
-0.552,0.030,-0.857
-0.583,0.032,-0.827
-0.616,0.032,-0.810
-0.648,0.036,-0.774
-0.671,0.035,-0.745
-0.699,0.036,-0.744
-0.725,0.041,-0.691
-0.749,0.035,-0.688
-0.773,0.040,-0.645
-0.792,0.041,-0.621
-0.815,0.041,-0.615
-0.835,0.043,-0.565
-0.852,0.041,-0.560
-0.860,0.060,-0.528
-0.891,0.037,-0.487
-0.900,0.044,-0.462
-0.912,0.043,-0.450
-0.922,0.045,-0.428
-0.931,0.045,-0.423
-0.938,0.044,-0.400
-0.945,0.045,-0.392
-0.954,0.046,-0.367
-0.960,0.046,-0.343
-0.970,0.046,-0.293
-0.976,0.046,-0.304
-0.980,0.045,-0.287
-0.986,0.047,-0.282
-0.990,0.046,-0.263
-0.994,0.046,-0.238
-0.999,0.045,-0.198
-0.993,0.018,-0.253
-1.006,0.099,-0.203
-1.006,0.045,-0.147
-1.005,0.040,-0.143
-1.014,0.049,-0.137
-1.014,0.049,-0.140
-1.015,0.048,-0.125
-1.017,0.040,-0.129
-1.019,0.047,-0.105
-1.019,0.046,-0.107
-1.020,0.047,-0.092
-1.020,0.044,-0.096
-1.021,0.052,-0.064
-1.023,0.047,-0.033
-1.024,0.047,-0.032
-1.025,0.036,0.074
-1.024,0.043,0.001
-1.031,0.038,-0.028
-1.018,0.052,0.006
-1.020,0.053,0.003
-1.022,0.047,-0.003
-1.021,0.049,0.000
-1.026,0.050,-0.014
-1.030,0.043,-0.021
-1.023,0.044,0.003
-1.023,0.044,-0.001
-1.022,0.054,-0.005
-1.027,0.044,-0.021
-1.025,0.047,-0.013
-1.024,0.046,-0.010
-1.025,0.047,-0.004
-1.029,0.029,-0.048
-1.022,0.046,-0.009
-1.026,0.046,-0.021
-1.021,0.045,-0.003
-1.022,0.048,-0.010
-1.029,0.041,-0.044
-1.027,0.054,-0.072
-1.031,0.039,-0.015
-1.013,0.048,0.019
-1.017,0.046,0.006
-1.026,0.046,-0.013
-1.022,0.048,0.006
-1.016,0.040,0.016
-1.022,0.040,0.005
-1.023,0.046,-0.005
-1.041,0.075,0.006
-1.024,0.051,-0.009
-1.023,0.044,-0.003
-1.024,0.048,-0.012
-1.023,0.050,0.004
-1.023,0.060,0.026
-1.025,0.026,-0.087
-1.024,0.047,-0.004
-1.024,0.042,-0.026
-1.024,0.048,-0.014
-1.024,0.045,-0.019
-1.024,0.043,0.002
-1.024,0.048,-0.016
-1.025,0.045,-0.013
-1.024,0.046,-0.016
-1.021,0.045,-0.014
-1.026,0.049,-0.009
-1.028,0.048,-0.018
-1.033,0.062,-0.001
-1.023,0.045,-0.013
-1.025,0.046,-0.015
-1.028,0.044,-0.025
-1.031,0.048,-0.027
-1.033,0.048,-0.020
-1.033,0.049,-0.004
-1.014,0.045,0.040
-1.010,0.048,0.054
-1.016,0.072,0.049
-1.023,0.040,0.038
-1.025,0.038,0.047
-1.037,0.022,0.021
-1.028,0.040,0.049
-1.047,0.028,0.062
-1.019,0.052,0.054
-1.030,0.050,0.057
-1.025,0.043,0.074
-1.017,0.044,0.097
-1.021,0.050,0.098
-1.018,0.043,0.108
-1.026,0.043,0.108
-1.018,0.049,0.125
-1.017,0.043,0.145
-1.002,0.049,0.181
-0.999,0.047,0.207
-0.998,0.039,0.216
-1.007,0.025,0.177
-0.994,0.046,0.236
-0.999,0.026,0.232
-0.987,0.032,0.265
-0.985,0.054,0.266
-0.973,0.042,0.304
-0.948,0.046,0.351
-0.936,0.049,0.371
-0.942,0.036,0.374
-0.935,0.103,0.360
-0.953,0.060,0.424
-0.911,0.038,0.445
-0.919,0.042,0.500
-0.876,0.173,0.188
-0.943,0.037,0.408
-0.875,-0.041,0.521
-0.872,0.038,0.523
-0.870,-0.006,0.525
-0.842,0.029,0.573
-0.828,0.028,0.591
-0.826,0.032,0.586
-0.815,0.024,0.609
-0.783,0.045,0.649
-0.785,0.027,0.659
-0.794,0.016,0.630
-0.786,0.031,0.630
-0.769,0.027,0.657
-0.741,0.026,0.705
-0.733,0.026,0.683
-0.742,0.022,0.697
-0.721,0.022,0.718
-0.689,0.021,0.746
-0.691,0.016,0.740
-0.669,0.015,0.768
-0.672,-0.000,0.767
-0.649,0.021,0.767
-0.621,0.034,0.793
-0.579,0.022,0.842
-0.609,0.019,0.802
-0.604,0.009,0.796
-0.559,0.004,0.868
-0.542,0.035,0.863
-0.536,0.012,0.852
-0.530,0.011,0.864
-0.504,0.026,0.860
-0.480,0.024,0.881
-0.448,0.036,0.915
-0.416,-0.013,0.969
-0.434,0.011,0.902
-0.443,-0.000,0.892
-0.401,-0.006,0.943
-0.412,0.006,0.883
-0.399,-0.000,0.906
-0.357,-0.006,0.956
-0.334,0.010,0.948
-0.305,0.004,1.009
-0.321,0.002,0.962
-0.316,-0.001,0.977
-0.263,0.010,0.980
-0.301,-0.036,0.958
-0.250,0.043,1.003
-0.257,0.028,0.930
-0.266,-0.013,0.943
-0.263,-0.026,0.951
-0.226,-0.019,0.986
-0.202,-0.003,0.989
-0.191,-0.050,0.934
-0.170,-0.006,0.971
-0.158,-0.011,0.956
-0.138,-0.009,1.007
-0.161,-0.006,0.942
-0.133,-0.014,0.943
-0.106,-0.009,0.977
-0.116,-0.007,0.956
-0.076,-0.015,0.973
-0.018,-0.016,1.149
-0.032,-0.026,0.973
-0.031,-0.018,1.000
-0.033,-0.049,0.994
-0.018,0.010,0.997
-0.052,-0.011,1.005
-0.024,-0.006,1.001
-0.031,-0.002,0.999
-0.031,-0.007,0.998
-0.027,0.003,1.004
-0.047,-0.003,0.997
-0.034,-0.001,1.025
0.026,0.047,0.937
-0.020,-0.001,1.000
-0.020,-0.009,0.997
-0.033,-0.001,1.004
-0.024,-0.007,0.999
-0.024,-0.004,1.000
-0.026,-0.003,0.999
-0.024,-0.006,1.000
-0.024,-0.003,0.999
-0.025,-0.004,1.000
-0.021,-0.003,1.000
-0.026,-0.004,1.000
-0.025,-0.006,0.994
-0.024,-0.003,0.999
-0.026,-0.004,1.001
-0.024,-0.002,0.999
-0.024,-0.003,1.000
-0.025,-0.004,0.999
-0.020,-0.004,0.995
-0.024,-0.005,1.000
-0.024,-0.003,1.000
-0.026,-0.001,1.003
-0.030,-0.001,1.017
-0.053,-0.004,1.043
-0.023,0.001,1.020
-0.019,0.002,1.001
-0.017,-0.001,0.996
-0.016,-0.000,0.990
-0.012,-0.000,0.983
-0.011,-0.001,0.982
-0.023,-0.005,1.052
-0.006,-0.006,0.965
-0.012,0.001,0.997
-0.030,-0.001,1.040
-0.017,0.000,0.997
-0.012,-0.000,0.986
-0.016,0.005,1.035
-0.000,-0.002,0.926
-0.029,0.003,1.046
0.008,0.008,0.958
-0.064,-0.013,1.073
-0.024,0.002,1.020
-0.040,0.008,1.052
-0.015,-0.005,0.966
-0.029,-0.005,1.005
-0.029,0.016,1.010
-0.021,0.005,0.989
-0.027,0.001,1.000
-0.033,-0.002,1.006
-0.006,0.010,0.956
-0.031,-0.004,1.003
-0.004,-0.022,1.009
-0.022,-0.003,0.990
-0.031,-0.004,0.999
0.052,-0.005,0.996
-0.036,0.006,1.003
-0.017,0.004,1.001
-0.013,-0.004,0.994
0.014,-0.046,0.949
0.013,-0.009,1.021
-0.015,0.006,0.987
-0.019,0.002,0.987
-0.072,0.026,1.034
-0.085,-0.017,1.019
0.067,-0.026,0.997
0.159,-0.033,0.973
-0.044,-0.014,0.984
0.058,0.000,0.946
-0.033,0.015,0.996
-0.054,0.016,1.014
-0.085,0.003,0.994
-0.060,-0.014,0.994
0.015,-0.034,1.000
0.004,-0.004,0.988
-0.034,0.000,1.015
-0.045,0.006,0.984
0.001,0.012,0.989
-0.048,0.003,1.004
-0.034,-0.016,1.004
-0.014,-0.006,0.987
-0.054,0.001,1.004
0.018,-0.018,1.000
0.003,0.004,0.983
-0.036,0.020,0.987
-0.046,-0.010,0.998
-0.016,-0.001,1.008
-0.011,-0.015,0.988
0.129,-0.018,0.894
0.014,0.017,1.038
-0.044,-0.014,1.005
-0.088,-0.022,1.032
-0.154,0.040,1.076
-0.071,-0.008,0.838
-0.004,-0.005,0.871
-0.066,-0.003,1.140
-0.026,-0.010,1.036
-0.040,0.030,1.002
-0.017,0.030,1.006
-0.040,0.010,0.995
-0.054,0.028,1.004
-0.017,-0.017,1.010
-0.022,0.022,1.010
-0.022,0.009,0.972
-0.008,0.006,1.001
-0.028,-0.000,0.981
-0.019,0.014,1.004
-0.008,0.010,0.983
-0.006,0.023,0.984
-0.020,0.013,0.999
-0.016,-0.009,1.033
-0.031,0.015,1.041
0.020,0.021,0.972
-0.016,-0.002,0.950
-0.030,0.023,1.016
-0.017,0.027,0.983
-0.024,-0.002,0.941
-0.005,0.024,1.053
-0.006,-0.013,0.976
-0.041,0.000,1.019
-0.026,0.022,0.993
-0.064,-0.001,1.018
-0.048,0.002,0.978
-0.018,-0.005,1.027
-0.052,-0.002,1.000
-0.027,-0.018,0.991
-0.061,-0.030,0.974
-0.058,0.005,1.010
-0.070,-0.014,1.004
-0.039,-0.006,0.995
-0.053,0.017,1.029
-0.059,-0.029,1.000
-0.046,-0.005,0.991
-0.093,-0.014,1.017
-0.081,0.011,1.000
-0.130,-0.089,1.121
0.079,0.017,0.844
0.003,0.005,1.001
-0.011,-0.001,1.008
-0.021,-0.000,1.014
-0.008,-0.003,0.975
-0.016,0.002,1.015
-0.020,-0.011,1.003
0.006,-0.007,0.976
-0.014,-0.026,0.995
-0.014,-0.008,1.005
-0.009,-0.001,1.005
-0.019,-0.001,1.037
-0.002,-0.011,0.997
-0.006,-0.001,1.036
0.014,0.013,1.006
0.010,-0.007,1.028
0.015,-0.028,1.021
0.025,-0.026,1.005
0.042,0.021,1.006
0.038,-0.032,0.988
0.071,-0.004,0.953
0.064,-0.004,0.986
0.075,-0.011,0.959
0.076,-0.000,0.985
0.066,-0.007,1.008
0.084,-0.001,0.990
0.089,0.023,1.011
0.078,0.001,1.049
0.098,-0.044,0.952
0.112,-0.025,0.972
0.109,-0.008,1.018
0.115,-0.006,1.015
0.128,-0.006,1.009
0.124,-0.012,1.036
0.141,-0.006,1.024
0.156,-0.002,1.013
0.180,0.019,1.005
0.193,-0.017,0.969
0.212,-0.018,0.985
0.242,-0.011,0.955
0.254,-0.012,0.955
0.267,-0.007,0.965
0.281,0.007,0.979
0.308,-0.029,0.909
0.337,-0.044,0.843
0.348,-0.011,0.910
0.351,0.013,0.952
0.374,-0.055,0.871
0.402,-0.053,0.815
0.403,-0.034,0.898
0.404,-0.018,0.919
0.415,-0.017,0.905
0.430,-0.034,0.910
0.427,-0.016,0.913
0.452,-0.039,0.898
0.479,-0.046,0.842
0.511,-0.055,0.772
0.527,0.023,0.867
0.522,-0.014,0.862
0.554,-0.038,0.773
0.561,-0.038,0.785
0.581,-0.053,0.753
0.588,-0.052,0.761
0.606,-0.026,0.774
0.610,-0.031,0.787
0.634,-0.027,0.746
0.667,-0.042,0.673
0.688,-0.043,0.635
0.704,-0.046,0.630
0.698,-0.045,0.672
0.701,-0.049,0.690
0.725,-0.043,0.635
0.771,-0.047,0.511
0.781,-0.052,0.505
0.786,-0.052,0.514
0.801,-0.022,0.520
0.779,-0.057,0.574
0.839,-0.067,0.406
0.787,-0.032,0.590
0.811,-0.049,0.504
0.783,-0.046,0.590
0.785,-0.047,0.596
0.790,-0.044,0.586
0.806,-0.046,0.537
0.820,-0.045,0.500
0.838,-0.050,0.473
0.839,-0.037,0.482
0.838,-0.049,0.481
0.866,-0.066,0.394
0.859,-0.059,0.431
0.861,-0.059,0.431
0.870,-0.049,0.408
0.864,-0.048,0.428
0.864,-0.052,0.426
0.886,-0.062,0.370
0.891,-0.051,0.349
0.885,-0.050,0.383
0.894,-0.050,0.344
0.910,-0.055,0.288
0.931,-0.049,0.214
0.939,-0.054,0.206
0.932,-0.064,0.229
0.954,-0.057,0.165
0.940,-0.052,0.211
0.944,-0.054,0.194
0.943,-0.054,0.195
0.942,-0.056,0.199
0.933,-0.055,0.231
0.926,-0.052,0.241
0.931,-0.054,0.216
0.950,-0.055,0.145
0.944,-0.053,0.161
0.951,-0.053,0.118
0.959,-0.054,0.089
0.986,-0.057,-0.012
0.958,-0.052,0.118
0.943,-0.050,0.133
0.993,-0.049,0.104
0.965,-0.053,0.013
0.959,-0.049,0.031
0.950,-0.048,0.057
1.107,-0.116,-0.579
0.978,0.014,-0.064
0.968,-0.082,-0.015
0.966,-0.054,0.002
0.967,-0.053,-0.006
0.968,-0.053,-0.012
0.966,-0.053,-0.005
0.966,-0.054,-0.009
0.968,-0.052,-0.010
0.965,-0.053,-0.003
0.968,-0.054,-0.010
0.965,-0.052,-0.002
0.975,-0.049,-0.035
0.951,-0.085,0.049
0.985,-0.071,-0.091
0.965,-0.075,0.010
0.962,-0.083,0.003
0.964,-0.056,0.005
0.967,-0.055,-0.015
0.963,-0.053,0.016
0.967,-0.056,-0.002
0.966,-0.053,-0.001
0.970,-0.056,-0.018
0.968,-0.054,-0.010
0.966,-0.053,-0.005
0.966,-0.055,-0.000
0.969,-0.052,-0.009
0.966,-0.057,-0.010
0.968,-0.054,-0.015
0.965,-0.055,-0.014
0.966,-0.056,0.024
0.967,-0.054,-0.013
0.967,-0.055,0.002
0.968,-0.055,-0.032
0.966,-0.056,-0.006
0.963,-0.058,0.034
0.963,-0.039,0.252
0.967,-0.052,0.012
0.972,-0.051,-0.013
0.966,-0.054,-0.006
0.967,-0.055,-0.013
0.963,-0.056,-0.055
0.960,-0.056,-0.052
0.957,-0.050,-0.116
0.953,-0.054,-0.137
0.947,-0.051,-0.178
0.928,-0.052,-0.199
0.940,-0.049,-0.274
0.915,-0.051,-0.289
0.908,-0.046,-0.347
0.897,-0.049,-0.378
0.896,-0.049,-0.366
0.881,-0.050,-0.441
0.867,-0.053,-0.305
0.868,-0.048,-0.430
0.821,-0.049,-0.480
0.821,-0.040,-0.539
0.669,-0.071,-0.549
0.782,-0.040,-0.627
0.760,-0.035,-0.625
0.762,-0.031,-0.632
0.736,-0.043,-0.643
0.704,-0.060,-0.688
0.691,-0.046,-0.685
0.666,-0.071,-0.719
0.659,-0.080,-0.723
0.622,-0.046,-0.739
0.632,-0.090,-0.763
0.603,-0.067,-0.772
