-0.141,0.005,1.000
-0.141,0.008,1.001
-0.143,0.011,1.002
-0.142,0.014,1.004
-0.143,0.007,1.007
-0.147,0.005,1.001
-0.145,0.008,1.000
-0.135,0.002,1.000
-0.131,0.012,1.003
-0.139,0.014,1.000
-0.150,0.013,1.001
-0.153,0.005,1.001
-0.149,0.008,0.999
-0.139,0.006,1.003
-0.141,0.006,1.000
-0.151,0.010,1.000
-0.153,0.014,1.000
-0.147,0.012,1.000
-0.141,0.006,1.000
-0.141,0.004,1.001
-0.146,0.009,1.001
-0.148,0.009,1.001
-0.142,0.011,1.001
-0.137,0.011,1.001
-0.135,0.009,1.000
-0.134,0.007,0.999
-0.125,0.004,1.001
-0.126,0.010,1.000
-0.123,0.010,1.000
-0.115,0.011,1.001
-0.113,0.007,1.001
-0.107,0.005,1.003
-0.104,0.002,1.004
-0.101,0.006,1.003
-0.098,0.004,1.006
-0.091,0.008,1.005
-0.087,0.008,1.005
-0.078,0.002,1.009
-0.076,0.001,1.002
-0.074,0.002,1.001
-0.068,0.004,1.003
-0.058,0.003,1.006
-0.047,0.004,1.005
-0.042,0.003,1.004
-0.040,-0.001,1.005
-0.019,-0.002,1.005
-0.009,-0.002,1.004
0.006,-0.001,1.007
0.010,-0.004,1.004
0.014,-0.004,1.001
0.029,-0.005,1.004
0.038,-0.003,1.005
0.042,-0.004,1.001
0.046,-0.008,1.000
0.064,-0.002,1.000
0.071,-0.011,0.996
0.085,-0.012,0.991
0.098,-0.011,0.996
0.115,-0.006,0.996
0.122,-0.012,0.997
0.134,-0.008,0.997
0.141,-0.016,0.998
0.148,-0.016,0.998
0.152,-0.014,0.995
0.165,-0.015,0.993
0.187,-0.016,0.992
0.195,-0.014,0.994
0.190,-0.016,0.989
0.191,-0.022,0.986
0.205,-0.023,0.985
0.214,-0.022,0.976
0.223,-0.017,0.978
0.229,-0.015,0.972
0.234,-0.019,0.969
0.244,-0.022,0.966
0.247,-0.025,0.966
0.251,-0.022,0.967
0.258,-0.025,0.962
0.271,-0.019,0.959
0.272,-0.027,0.958
0.284,-0.025,0.955
0.299,-0.023,0.952
0.306,-0.026,0.953
0.302,-0.025,0.954
0.304,-0.029,0.952
0.315,-0.028,0.949
0.326,-0.030,0.941
0.334,-0.024,0.933
0.342,-0.033,0.933
0.350,-0.035,0.932
0.364,-0.031,0.932
0.369,-0.031,0.927
0.372,-0.037,0.924
0.375,-0.027,0.917
0.389,-0.033,0.911
0.413,-0.028,0.901
0.427,-0.042,0.911
0.413,-0.031,0.908
0.390,-0.045,0.915
0.389,-0.037,0.918
0.402,-0.058,0.902
0.428,-0.033,0.891
0.433,-0.042,0.887
0.439,-0.038,0.886
0.447,-0.039,0.883
0.451,-0.038,0.885
0.447,-0.033,0.884
0.448,-0.039,0.888
0.456,-0.042,0.880
0.464,-0.045,0.875
0.475,-0.041,0.868
0.478,-0.041,0.869
0.477,-0.040,0.865
0.483,-0.041,0.861
0.494,-0.046,0.860
0.492,-0.042,0.857
0.498,-0.046,0.857
0.504,-0.047,0.853
0.505,-0.010,0.848
0.519,-0.059,0.851
0.519,-0.027,0.836
0.528,-0.059,0.828
0.528,-0.041,0.835
0.529,-0.052,0.823
0.538,-0.039,0.826
0.544,-0.041,0.813
0.561,-0.054,0.813
0.565,-0.038,0.807
0.560,-0.056,0.817
0.568,-0.056,0.804
0.577,-0.046,0.800
0.584,-0.049,0.795
0.558,-0.029,0.804
0.585,-0.067,0.785
0.604,-0.038,0.780
0.617,-0.068,0.769
0.621,-0.049,0.763
0.618,-0.056,0.763
0.621,-0.052,0.763
0.624,-0.057,0.754
0.627,-0.054,0.747
0.636,-0.054,0.740
0.648,-0.069,0.731
0.667,-0.053,0.724
0.674,-0.056,0.720
0.672,-0.059,0.722
0.666,-0.061,0.726
0.668,-0.062,0.723
0.679,-0.063,0.701
0.697,-0.061,0.688
0.704,-0.065,0.686
0.702,-0.062,0.683
0.703,-0.066,0.677
0.708,-0.059,0.669
0.714,-0.069,0.664
0.724,-0.065,0.661
0.728,-0.069,0.659
0.731,-0.060,0.653
0.732,-0.069,0.647
0.737,-0.074,0.639
0.745,-0.063,0.635
0.750,-0.073,0.629
0.755,-0.068,0.625
0.757,-0.068,0.613
0.762,-0.064,0.609
0.771,-0.070,0.601
0.770,-0.074,0.597
0.768,-0.067,0.603
0.768,-0.075,0.597
0.773,-0.069,0.594
0.777,-0.067,0.588
0.788,-0.063,0.575
0.795,-0.074,0.570
0.799,-0.079,0.562
0.796,-0.071,0.554
0.800,-0.068,0.551
0.801,-0.075,0.550
0.808,-0.070,0.546
0.813,-0.071,0.535
0.819,-0.075,0.526
0.820,-0.076,0.517
0.828,-0.081,0.510
0.828,-0.073,0.513
0.830,-0.080,0.501
0.837,-0.072,0.491
0.844,-0.069,0.484
0.853,-0.080,0.475
0.850,-0.075,0.473
0.851,-0.081,0.469
0.861,-0.074,0.465
0.863,-0.084,0.446
0.868,-0.077,0.440
0.872,-0.078,0.433
0.875,-0.080,0.429
0.878,-0.083,0.418
0.881,-0.085,0.409
0.883,-0.076,0.399
0.887,-0.087,0.393
0.889,-0.076,0.390
0.891,-0.086,0.381
0.896,-0.082,0.376
0.900,-0.087,0.355
0.902,-0.087,0.350
0.907,-0.073,0.349
0.907,-0.081,0.342
0.911,-0.086,0.333
0.914,-0.087,0.325
0.918,-0.080,0.316
0.922,-0.090,0.306
0.927,-0.086,0.299
0.931,-0.080,0.290
0.928,-0.083,0.282
0.935,-0.094,0.270
0.937,-0.070,0.255
0.934,-0.097,0.244
0.941,-0.086,0.245
0.940,-0.090,0.245
0.942,-0.079,0.237
0.944,-0.087,0.232
0.945,-0.089,0.220
0.950,-0.088,0.215
0.947,-0.095,0.204
0.948,-0.085,0.197
0.949,-0.090,0.198
0.950,-0.091,0.176
0.951,-0.090,0.167
0.952,-0.091,0.165
0.957,-0.086,0.166
0.955,-0.092,0.157
0.957,-0.086,0.150
0.958,-0.091,0.128
0.959,-0.088,0.120
0.962,-0.092,0.114
0.962,-0.089,0.105
0.964,-0.091,0.099
0.965,-0.091,0.093
0.964,-0.091,0.082
0.967,-0.091,0.066
0.966,-0.096,0.052
0.970,-0.090,0.044
0.970,-0.092,0.030
0.970,-0.092,0.019
0.971,-0.091,0.010
0.970,-0.090,-0.004
0.969,-0.093,-0.016
0.972,-0.093,-0.039
0.970,-0.092,-0.057
0.969,-0.091,-0.068
0.967,-0.096,-0.089
0.968,-0.093,-0.098
0.965,-0.092,-0.108
0.962,-0.094,-0.125
0.958,-0.094,-0.139
0.959,-0.092,-0.138
0.958,-0.095,-0.152
0.958,-0.093,-0.159
0.953,-0.092,-0.177
0.952,-0.096,-0.183
0.952,-0.094,-0.190
0.947,-0.090,-0.204
0.946,-0.091,-0.215
0.945,-0.089,-0.231
0.940,-0.089,-0.242
0.938,-0.090,-0.246
0.938,-0.092,-0.256
0.933,-0.094,-0.266
0.932,-0.089,-0.271
0.930,-0.097,-0.284
0.923,-0.090,-0.293
