-9.631,32.117,20.667
-9.131,32.373,21.106
-9.131,32.373,21.106
-8.594,33.704,20.679
-7.849,33.154,22.107
-7.520,33.826,20.837
-7.471,34.583,21.594
-6.177,35.083,20.618
-4.810,32.642,22.729
-4.565,33.557,21.875
-4.565,33.557,21.875
-4.883,31.909,23.328
-6.836,29.541,22.498
-5.420,25.000,23.962
-3.540,20.288,23.572
-3.540,20.288,23.572
-4.578,20.044,23.462
-7.922,27.429,22.815
-8.179,27.563,22.571
-8.142,25.708,22.681
-7.703,26.440,22.583
-7.703,26.440,22.583
-8.301,26.587,23.096
-8.630,23.413,21.985
-10.168,21.826,21.338
-12.720,17.517,18.518
-12.720,17.517,18.518
-14.417,12.891,16.956
-17.737,10.510,14.734
-21.460,10.156,8.337
-25.977,11.133,1.550
-29.370,10.864,-7.141
-29.370,10.864,-7.141
-30.457,13.538,-14.136
-31.104,15.369,-19.458
-30.762,17.297,-25.061
-29.053,18.396,-30.347
-27.051,21.057,-34.509
-27.844,23.816,-37.292
-27.844,23.816,-37.292
-24.072,26.343,-40.894
-21.533,25.037,-45.081
-16.492,26.123,-48.474
-11.511,27.014,-53.967
-11.511,27.014,-53.967
-6.140,30.554,-55.652
-0.806,31.519,-57.568
7.080,34.521,-58.069
15.845,41.956,-56.421
24.268,45.667,-51.636
29.773,49.243,-48.596
29.773,49.243,-48.596
33.655,46.790,-47.363
37.781,43.286,-47.034
39.355,39.087,-48.254
40.894,35.742,-48.682
40.894,35.742,-48.682
45.117,36.084,-44.800
50.891,34.729,-36.438
52.808,33.862,-31.982
53.101,30.408,-34.863
52.380,31.238,-35.913
52.917,30.603,-34.949
52.917,30.603,-34.949
55.151,33.276,-26.526
56.018,31.165,-18.152
56.885,28.052,-12.439
55.371,22.339,-5.408
55.371,22.339,-5.408
51.965,17.773,3.894
48.816,20.386,7.959
46.301,23.816,11.426
42.151,24.304,14.673
40.259,23.291,16.809
40.259,23.291,16.809
34.436,19.873,19.446
29.919,20.056,23.535
26.624,21.521,23.792
21.387,22.266,25.537
