-0.073,0.032,1.001
-0.073,0.031,1.001
-0.073,0.032,1.000
-0.074,0.033,1.000
-0.073,0.032,1.001
-0.074,0.032,1.000
-0.073,0.032,1.001
-0.073,0.033,1.000
-0.073,0.032,1.001
-0.073,0.033,1.001
-0.073,0.031,1.001
-0.073,0.032,1.000
-0.073,0.032,1.000
-0.073,0.032,1.001
-0.073,0.032,1.001
-0.074,0.032,1.000
-0.073,0.033,1.001
-0.073,0.033,1.000
-0.072,0.032,1.002
-0.073,0.032,1.000
-0.073,0.032,1.001
-0.073,0.033,1.001
-0.074,0.031,1.001
-0.073,0.032,1.000
-0.074,0.033,1.000
-0.072,0.033,1.001
-0.073,0.032,1.001
-0.073,0.033,1.001
-0.073,0.032,1.000
-0.073,0.033,1.001
-0.073,0.032,1.000
-0.074,0.032,1.001
-0.072,0.032,1.002
-0.073,0.032,1.000
-0.073,0.032,1.000
-0.074,0.033,1.001
-0.073,0.032,1.001
-0.073,0.032,1.000
-0.073,0.031,1.000
-0.073,0.032,1.001
-0.073,0.032,1.001
-0.073,0.032,1.000
-0.072,0.033,1.000
-0.073,0.032,1.000
-0.073,0.032,1.000
-0.074,0.032,1.000
-0.073,0.031,1.001
-0.073,0.032,1.000
-0.073,0.032,1.001
-0.073,0.032,1.001
-0.072,0.032,1.000
-0.074,0.032,1.001
-0.073,0.032,1.001
-0.073,0.033,1.000
-0.073,0.032,1.001
-0.073,0.032,1.000
-0.073,0.032,1.001
-0.073,0.032,1.000
-0.073,0.033,1.000
-0.073,0.032,1.000
-0.073,0.032,1.001
-0.073,0.032,1.000
-0.073,0.033,1.001
-0.073,0.032,1.001
-0.073,0.032,1.001
-0.073,0.032,1.002
-0.073,0.033,1.001
-0.073,0.032,1.001
-0.073,0.032,1.000
-0.074,0.032,1.000
-0.073,0.032,1.001
-0.072,0.032,1.001
-0.073,0.031,1.001
-0.073,0.032,1.000
-0.072,0.033,1.001
-0.073,0.032,1.001
-0.073,0.032,1.001
-0.074,0.033,1.001
-0.073,0.032,1.000
-0.073,0.032,1.002
-0.073,0.032,1.001
-0.074,0.032,1.001
-0.073,0.033,1.001
-0.072,0.032,1.000
-0.073,0.032,1.001
-0.073,0.032,1.001
-0.073,0.032,1.000
-0.073,0.032,1.001
-0.073,0.031,1.001
-0.073,0.032,1.000
-0.073,0.032,1.001
-0.073,0.032,1.001
-0.074,0.032,1.001
-0.073,0.032,1.002
-0.074,0.032,1.000
-0.073,0.032,1.001
-0.073,0.032,1.001
-0.073,0.032,1.001
-0.072,0.033,1.001
-0.073,0.033,1.001
0.070,-0.040,-0.999
0.069,-0.040,-1.000
0.069,-0.038,-1.000
0.069,-0.039,-1.001
0.069,-0.040,-1.000
0.070,-0.039,-0.999
0.069,-0.040,-1.000
0.069,-0.038,-0.999
0.069,-0.040,-1.000
0.070,-0.040,-1.000
0.068,-0.039,-0.999
0.069,-0.039,-0.999
0.069,-0.039,-0.999
0.070,-0.038,-1.000
0.068,-0.039,-1.000
0.068,-0.040,-1.000
0.069,-0.039,-0.998
0.070,-0.039,-0.999
0.069,-0.039,-1.000
0.069,-0.040,-1.000
0.070,-0.040,-0.999
0.070,-0.040,-0.999
0.070,-0.040,-0.999
0.071,-0.039,-1.000
0.068,-0.040,-1.000
0.070,-0.039,-1.000
0.069,-0.040,-0.999
0.070,-0.040,-0.999
0.071,-0.040,-0.999
0.069,-0.040,-1.000
0.069,-0.039,-1.000
0.069,-0.039,-0.999
0.070,-0.040,-0.998
0.069,-0.040,-1.000
0.069,-0.039,-0.998
0.069,-0.039,-1.000
0.069,-0.039,-1.000
0.070,-0.040,-1.000
0.068,-0.040,-1.000
0.069,-0.040,-0.999
0.069,-0.039,-1.000
0.070,-0.038,-1.000
0.070,-0.040,-0.999
0.068,-0.039,-0.999
0.069,-0.039,-0.999
0.069,-0.039,-1.000
0.070,-0.040,-0.999
0.071,-0.039,-1.000
0.069,-0.039,-0.999
0.070,-0.039,-1.000
0.070,-0.040,-1.000
0.069,-0.040,-0.999
0.069,-0.039,-0.999
0.069,-0.039,-1.000
0.068,-0.039,-1.000
0.070,-0.038,-0.999
0.070,-0.039,-0.999
0.069,-0.038,-0.998
0.069,-0.039,-0.999
0.070,-0.039,-1.000
0.069,-0.039,-1.000
0.069,-0.039,-0.999
0.069,-0.040,-1.000
0.069,-0.039,-1.000
0.069,-0.040,-0.999
0.070,-0.039,-1.000
0.070,-0.040,-1.001
0.070,-0.039,-0.998
0.070,-0.039,-0.999
0.069,-0.039,-0.998
0.069,-0.039,-1.000
0.069,-0.038,-0.999
0.069,-0.039,-0.998
0.069,-0.040,-0.999
0.069,-0.039,-1.000
0.068,-0.040,-0.999
0.069,-0.040,-1.000
0.069,-0.039,-0.999
0.070,-0.039,-0.999
0.069,-0.040,-0.999
0.070,-0.040,-0.998
0.070,-0.039,-1.000
0.069,-0.039,-1.001
0.069,-0.040,-1.000
0.070,-0.039,-1.000
0.070,-0.039,-0.999
0.069,-0.039,-1.000
0.069,-0.039,-1.000
0.069,-0.039,-1.000
0.069,-0.039,-1.000
0.071,-0.040,-1.000
0.070,-0.039,-0.999
0.069,-0.039,-1.000
0.070,-0.039,-1.000
0.070,-0.039,-1.000
0.070,-0.040,-0.998
0.069,-0.040,-0.998
0.071,-0.039,-0.999
0.069,-0.038,-1.000
0.069,-0.040,-1.000
-0.072,0.061,0.969
-0.072,0.061,1.000
-0.072,0.060,1.000
-0.072,0.060,1.000
-0.072,0.061,1.000
-0.072,0.061,1.000
-0.073,0.061,1.000
-0.073,0.060,1.000
-0.072,0.060,1.000
